Perguntas,Respostas
 Existe uma frequência das atualizações/revisões das recomendações?,"Serão feitas quando necessário. Estamos atentos às mudanças e evolução do novo coronavírus no mundo e alinhados com as recomendações do Ministério da Saúde, Organização Mundial da Saúde (OMS), Centers for Disease Control and Prevention (CDC), dos EUA, e outras instituições e organizações de saúde. Neste contexto, adequações podem ser tomadas a qualquer momento para atender aos novos cenários, desafios e mudanças."
 Pacientes suspeitos ou confirmados de COVID-19 podem receber visita? ,As visitas estão proibidas – tanto no isolamento domiciliar como no hospital.
 O que fazer caso a presença do acompanhante seja essencial?,"Caso seja essencial a visita ou presença do acompanhante será permitida a partir de critérios pré-definidos, eles devem utilizar máscara cirúrgica N95 (respirador), avental e luvas enquanto estiverem dentro do quarto/box com o paciente - restringindo ao tempo mínimo possível a permanência.No hospital, a equipe de enfermagem local deve fazer a orientação para colocação e retirada de equipamentos de proteção, como máscaras,luvas, avental  e a higiene das mãos. Idosos, portadores de doenças que reduzam imunidade, como câncer, radioterapia, quimioterapia, transplantados, pessoas que convivem com HIV, grávidas  e pessoas com  febre e/ou sintomas respiratórios, como tosse, coriza, congestão nasal não devem participar das visitas desnecessariamente e não devem ser acompanhantes de casos suspeitos ou confirmados.Idosos e portadores de deficiência na imunidade, não devem ser acompanhantes pelo risco de aquisição da infecção.Além disso, no hospital os acompanhantes não devem permanecer no ambiente durante procedimentos que gerem aerossol, como intubação traqueal, ventilação não invasiva, traqueostomia, ressuscitação cardiopulmonar, inalação, ventilação manual antes da intubação e broncoscopia."
 A Organização Mundial da Saúde (OMS) declarou uma pandemia do novo coronavírus. O que isso representa?,"Do ponto de vista prático, nada. As medidas de prevenção e proteção para a população continuam as mesmas - determinadas pela OMS. Esta declaração, porém, facilita ações governamentais do ponto de vista da vigilância epidemiológica. Isso quer dizer que a ameaça representada pelo vírus é a mesma, mas que a fase de tentativa de impedir a entrada da doença nos países onde não há transmissão terminou.O que o atual momento requer dos governos medidas para minimizar a transmissão comunitária, afim de diminuir e atrasar o pico da epidemia local, para que os serviços de saúde possam lidar com a demanda de um maior numero de pacientes, sem que faltem recursos ou leitos. O que significa que as pessoas devem ficar em casa o máximo possível."
 O que significa uma pandemia?,"Descreve uma situação em que uma doença infecciosa ameaça simultaneamente muitas pessoas pelo mundo. Não tem ligação com a gravidade da doença, mas pela abrangência geográfica."
 Posso fazer escleroterapia em tempos de Covid-?,Converse com o seu médico sobre as medidas de segurança oferecidas para a realização deste procedimento eletivo.
 Estou com Covid-19. Posso consumir carne de porco?,Não há restrições alimentares relacionadas a Covid-19.  
 Faço uso do citrato de tofacitinibe para artrite. Tenho que parar de tomar por conta do novo coronavírus?,Nenhuma medicação de uso contínuo deve ser suspensa sem indicação médica.É importante sempre consultar seu médico.
 Devemos ficar em casa para nos proteger?,"O distanciamento social é uma medida comportamental importantíssima neste momento, não só para a proteção individual, mas para diminuir a velocidade da propagação do vírus. Se você puder trabalhar de casa e/ou sair pouco ou nada de casa, faça isso! Caso necessário, procure frequentar farmácias, supermercados ou qualquer outro comércio em horários alternativos."
 O que posso fazer para me proteger e evitar a propagação da doença?,"
Higienize regularmente as mãos com álcool gel 70% ou água e sabonete.
Mantenha, pelo menos, 2 metros de distância entre você e qualquer pessoa que esteja tossindo ou espirrando. Quando alguém tosse ou espirra, elimina pequenas gotas do nariz ou da boca, que podem conter o vírus.
Evite tocar nos olhos, nariz e boca. As mãos tocam muitas superfícies e podem pegar carregar o vírus.
Cubra a boca e o nariz quando tossir ou espirrar, preferencialmente com lenço descartável. Em seguida, descarte-o imediatamente e higienize as mãos.
Fique em casa se não se sentir bem. Se você tiver febre, tosse e dificuldade em respirar, procure atendimento médico e ligue para o seu médico. Siga as instruções da sua autoridade sanitária local. As autoridades nacionais e locais terão as informações mais atualizadas sobre a situação em sua área. Ligar com antecedência permitirá que seu médico o direcione rapidamente para o centro de saúde certo. Isso também vai protegê-lo e ajudar a evitar a propagação de vírus e outras infecções.
Mantenha-se informado sobre as últimas informações sobre a COVID-19. Siga as recomendações do seu médico, da sua autoridade nacional e local de saúde pública ou do seu empregador sobre como proteger a si e aos outros da COVID-19. As autoridades nacionais e locais terão as informações mais atualizadas sobre se a COVID-19 está se espalhando em sua área.
Higienize regularmente as mãos com álcool gel 70% ou água e sabonete.Mantenha, pelo menos, 2 metros de distância entre você e qualquer pessoa que esteja tossindo ou espirrando. Quando alguém tosse ou espirra, elimina pequenas gotas do nariz ou da boca, que podem conter o vírus.Evite tocar nos olhos, nariz e boca. As mãos tocam muitas superfícies e podem pegar carregar o vírus.Cubra a boca e o nariz quando tossir ou espirrar, preferencialmente com lenço descartável. Em seguida, descarte-o imediatamente e higienize as mãos.Fique em casa se não se sentir bem. Se você tiver febre, tosse e dificuldade em respirar, procure atendimento médico e ligue para o seu médico. Siga as instruções da sua autoridade sanitária local. As autoridades nacionais e locais terão as informações mais atualizadas sobre a situação em sua área. Ligar com antecedência permitirá que seu médico o direcione rapidamente para o centro de saúde certo. Isso também vai protegê-lo e ajudar a evitar a propagação de vírus e outras infecções.Mantenha-se informado sobre as últimas informações sobre a COVID-19. Siga as recomendações do seu médico, da sua autoridade nacional e local de saúde pública ou do seu empregador sobre como proteger a si e aos outros da COVID-19. As autoridades nacionais e locais terão as informações mais atualizadas sobre se a COVID-19 está se espalhando em sua área."
 Posso fazer um exame de teste do novo coronavírus?,"Depende. O exame específico é chamado de PCR em tempo real para novo coronavírus. Este exame só está indicado para paciente com sintomas graves de doença respiratória e com pedido médico, que será responsável por avaliar a necessidade do caso. Dessa forma, caso tenha sintomas, procure orientação médica.Pacientes sem sintomas ou com sintomas leves, de acordo com avaliação médica, não devem fazer o exame.Atualmente, encontram-se disponíveis testes rápidos para diagnosticar a COVID-19. De forma geral, os testes sorológicos visam detectar anticorpo específico produzido pelo corpo humano contra o vírus SARS-CoV2 ou detectar antígeno desse vírus. Portanto, esses testes, até o momento, não devem ser adotados para a decisão clínica, mas apenas para finalidade de vigilância por meio de estudos de inquéritos populacionais e também como auxílio diagnóstico."
 Qual a probabilidade de ser infectado(a) pelo novo coronavírus?,O risco de infecção é maior em áreas onde várias pessoas foram diagnosticadas com COVID-19. É importante estar ciente da situação e dos esforços de preparação em sua área. A OMS está trabalhando com autoridades de todo mundo para monitorar e responder aos surtos de COVID-19.
 Festas com aglomeração de pessoas são um risco de exposição ao vírus que causa a COVID-19?,"Sim, pois há concentração de pessoas, e a transmissão em território nacional já foi documentada, portanto, aglomerações de pessoas representam risco. Em 13 de março de 2020, o ministério da saúde em conjunto com a secretaria de estado da saúde de são Paulo, proibiu eventos e aglomerações de pessoas com mais de 500 indivíduos, na tentativa de minimizar a chance de transmissão comunitária de coronavírus."
 Os antibióticos são eficazes na prevenção ou tratamento da COVID-19?,"Não. Os antibióticos não funcionam contra vírus. Eles funcionam apenas em infecções bacterianas. O COVID-19 é causado por um vírus, portanto os antibióticos não funcionam. Antibióticos não devem ser usados ​​como um meio de prevenção ou tratamento de COVID-19. Eles devem ser usados ​​apenas quando indicados por um médico para tratar uma infecção bacteriana."
" Existe uma vacina, medicamento ou tratamento para a COVID-19?","Atualmente não há vacina disponível. As vacinas estão em desenvolvimento, mas podem ser necessários muitos meses para que uma vacina esteja disponível para toda a população de forma ampla e segura. Embora não haja vacina específica para prevenir a COVID-19, recomenda-se que a população mantenha o calendário vacinal em dia, de forma a evitar infecções que poderiam ser confundidas com a COVID-19 ou mesmo que poderiam debilitar o organismo e agravar uma possível infecção por esse agente."
 Existe tratamento para a COVID-19? ,"Ainda não. Até o momento não há medicamento específico para prevenir ou tratar a COVID-2019. No entanto, as pessoas afetadas devem receber cuidados para aliviar os sintomas. Pessoas com doenças graves devem ser hospitalizadas. A maioria dos pacientes se recupera com cuidados de suporte. Desde o final de 2019, vários estudos estão sendo realizados na busca de alternativas terapêuticas para o tratamento da COVID-19. Os estudos estão avaliando antivirais, corticosteroides, antimaláricos e até anti-hipertensivos para o tratamento da pneumonia por COVID-19 ou seus efeitos na doença. Os estudos conduzidos até o momento têm um número de pacientes muito reduzido e ainda é arriscado afirmar que vai funcionar para todas as pessoas. Mais dados precisam ser coletados, de maneira adequada, para haver certeza de que vai funcionar. Assim, é importante que as pessoas sigam as recomendações dos médicos e nunca se automediquem."
" Ouvi falar que a cloroquina e hidroxicloroquina estão sendo usadas de forma eficaz para o tratamento da COVID- 19. Se eu ficar doente, devo usar também?","Essas são medicações já conhecidas e utilizadas para o tratamento de outras doenças como malária e doenças reumatológicas. No entanto, para o tratamento da COVID-19 os estudos são animadores, porém ainda não foram conclusivos. O uso de medicamentos sem orientação médica e sem provas de que realmente está indicado para a doença traz uma série de riscos. Além disso, é importante lembrar que a compra indiscriminada de medicamentos não-indicados para o uso pode resultar em desabastecimento para os pacientes que realmente precisam da medicação."
 Quem tem risco maior para desenvolver doenças graves?,"As pessoas idosas (acima de 65 anos) e as pessoas com problemas médicos subjacentes, como pressão alta, diabetes, problemas cardíacos ou pulmonares, portadores de deficiência na imunidade ou câncer têm maior probabilidade de desenvolver doenças graves. Pessoas com febre, tosse e dificuldade em respirar devem procurar atendimento médico."
 É seguro receber um pacote de qualquer área em que a COVID-19 tenha sido relatada?,"Sim. A probabilidade de uma pessoa infectada contaminar mercadorias comerciais é baixa e o risco de pegar o vírus que causa a COVID-19 em um pacote que foi movido, transportado e exposto a diferentes condições e temperatura também é baixo."
 A vacina contra a gripe protege contra o novo coronavírus?,"A vacina contra a gripe protege contra infecções pelo vírus da Influenza, ou seja, não protege contra o novo coronavírus. No entanto, a gripe é uma das infecções que poderiam ser confundidas com a COVID-19 ou mesmo que poderiam debilitar o organismo e agravar uma possível infecção por esse agente. Assim, é importante tomar a vacina da gripe."
 Crianças podem tomar a vacina contra a gripe a partir de qual idade?,A partir dos 6 meses de idade.
 Quais as diferenças dos sintomas da COVID-19 e gripe/resfriado?,"Os sintomas são muito semelhantes. Muitos casos podem ser assintomáticos e boa parte evoluir com coriza, tosse, febre e dor no corpo. Os sintomas, muitas vezes, são difíceis de serem relatados por uma criança menor. Os quadros severos acometem mais os pulmões e evoluem com febre alta e falta de ar, com desconforto respiratório. Estes são sinais de alarme de um quadro mais severo."
 O que é e quem deve ficar em isolamento respiratório domiciliar?,"O isolamento respiratório domiciliar significa permanecer em casa, com pouco ou nenhum contato com outras pessoas. Ele é indicado para:casos suspeitos ou confirmados da COVID-19 sem necessidade de internação;pacientes assintomáticos vindos de países com Nível 3 de alerta. Clique aqui e confira a lista;Clique aqui e confira a listapacientes assintomáticos com contato de caso confirmado ou suspeito pelo novo coronavírus (contactantes).Pessoas que voltaram de viagem ao exterior devem permanecer em isolamento domiciliar por  pelo menos 7 dias.É uma medida de segurança para tentar evitar a disseminação da doença. Nos casos suspeitos, quando o exame específico para o novo coronavírus for negativo, suspender o isolamento respiratório.O paciente deve:
Permanecer em isolamento domiciliar voluntário (em casa) por pelo menos 7 dias, preferivelmente durante 14 dias (a partir da data de chegada no Brasil);
Manter distância dos demais familiares, permanecendo em ambiente privativo;
Manter o ambiente da sua casa com ventilação natural;
Utilizar a máscara cirúrgica descartável durante este período, as quais devem ser trocadas quando estiverem úmidas;
Não frequentar a escola, local de trabalho ou locais públicos e só sair de casa em situações de emergência durante o isolamento;
Cobrir o nariz e a boca com lenço descartável ao tossir ou espirrar.
Higienizar as mãos frequentemente com sabonete e água por pelo menos 40 a 60 segundos ou álcool gel 70% por pelo menos 20 a 30 segundos.
Evitar tocar boca, olhos e nariz sem higienizar as mãos;
Não compartilhar alimentos, copos, toalhas e objetos de uso pessoal.
Permanecer em isolamento domiciliar voluntário (em casa) por pelo menos 7 dias, preferivelmente durante 14 dias (a partir da data de chegada no Brasil);Manter distância dos demais familiares, permanecendo em ambiente privativo;Manter o ambiente da sua casa com ventilação natural;Utilizar a máscara cirúrgica descartável durante este período, as quais devem ser trocadas quando estiverem úmidas;Não frequentar a escola, local de trabalho ou locais públicos e só sair de casa em situações de emergência durante o isolamento;Cobrir o nariz e a boca com lenço descartável ao tossir ou espirrar.Higienizar as mãos frequentemente com sabonete e água por pelo menos 40 a 60 segundos ou álcool gel 70% por pelo menos 20 a 30 segundos.Evitar tocar boca, olhos e nariz sem higienizar as mãos;Não compartilhar alimentos, copos, toalhas e objetos de uso pessoal. "
 O posicionamento do Einstein em relação ao isolamento respiratório domiciliar mudou?,"Sim. Estamos atentos às mudanças e evolução do novo coronavírus no mundo e alinhados com as recomendações do Ministério da Saúde, Organização Mundial da Saúde (OMS), Centers for Disease Control and Prevention (CDC), dos EUA, e outras instituições e organizações de saúde. No início da crise, cerca de 15 países tinham casos confirmados da COVID-19. Hoje o número ultrapassa 50. Neste contexto é fundamental nos adequarmos aos novos cenários, desafios e mudanças."
 Como fazer a limpeza e descontaminação de objetos e utensílios em casa? ,"Produtos de limpeza a base de cloro ou álcool são eficazes para a limpeza da casa. Detergente comum é adequado também para a lavagem de louças.Os vírus respiratórios se espalham pelo contato, por isso a importância da prática da higiene frequente, a desinfecção de objetos e superfícies tocados com frequência, como celulares, brinquedos, maçanetas, corrimão, são indispensáveis para a proteção contra o vírus. Deve-se evitar compartilhar objetos como pratos, copos e talheres."
 Quais são os pontos da casa com maior possibilidade de contaminação? ,"Os pontos com maior chance de contágio são aqueles mais tocados, como maçanetas, descargas, torneiras e utensílios domésticos comuns. Neste momento, a orientação é não dividir pratos, talheres e principalmente copos."
 Celulares podem ser fonte de contaminação? Como limpá-los?,"Celulares podem ser fonte de contaminação pelo tempo de manuseio e uso próximo ao rosto. A limpeza dos aparelhos em geral vem descrita em seu manual de usuário, porém existem produtos desinfetantes específicos por marca que podem ser utilizados. A utilização de desinfetantes comuns, álcool comum e similares não é indicada pois podem danificar o aparelho."
 Ando de transporte público. Quais cuidados devo tomar?,"Seguindo as recomendações de distanciamento social, trabalho em casa (home office) e demais recomendações de afastamento, como fechamento das escolas, o transporte público deve ter uma queda significativa no público que o utiliza no seu dia a dia, porém é desejável evitar conduções lotadas.Quando utilizar transporte publico, carregue com você álcool gel para limpar as mãos quando utilizar o veículo e tente manter a distância de 1,5m de outras pessoas. Não há recomendação para uso de máscaras, apenas se você estiver com sintomas respiratórios evitando assim a possível transmissão deste ou de qualquer outro vírus para outras pessoas."
 O que devo fazer no elevador para diminuir a chance de contaminação? Prefiro as escadas ou tento “embarcar” no elevador sozinho?,"A estratégia de embarque solitário ou somente com membros do seu grupo familiar é aquela que vem sendo encorajada durante este período e a que deve ser seguida. Procure não tocar as paredes do elevador e proteja seu dedo com um lenço descartável. Caso não seja possível,utilize álcool gel após tocar em lugares ""comuns""."
 Estava na rua e uma pessoa tossiu ou espirrou do meu lado. O que devo fazer?,"Não há nada para ser feito neste momento, a não ser observação. O tempo de incubação de COVID-19 (ou seja, o tempo entre o contato e adoecer de fato) varia entre 2-14 dias. Durante esse período você deve observar o surgimento de febre, tosse seca, dores no corpo, coriza e outros sintomas gripais, bem como falta de ar. Porém a chance de contagio em um evento como esse é baixíssima."
 É seguro frequentar academias e piscinas neste momento? Quais são os cuidados para frequentar academias e piscinas neste momento?,"Academias no Estado de SP devem permanecer fechadas, de acordo com recomendação do Governo do Estado de SP. Mesmo observando uma distância de 1,5 metro entre as pessoas, secreções como suor, tosse, saliva podem cair sobre os equipamentos e não serem desinfetados corretamente entre os exercícios. Para as piscinas, vale a mesma regra: locais com muita gente não são recomendados."
 Posso continuar minhas atividades ao ar livre? Por exemplo: corro na praia ou no parque. Posso continuar neste momento?,"Neste momento, desde que se mantenha distância das outras pessoas (mínimo 1,5m), não há contra indicação formal para exercícios ao ar livre."
 Por que o ibuprofeno não é recomendado para casos do novo coronavírus?,"Estudos preliminares associaram a infecção grave pelo coronavirus ao uso de ibuprofeno. É importante notar que esta associação ainda é preliminar e carece de comprovação cientifica robusta porém, neste momento, recomenda-se o uso de outros analgésicos e antitérmicos."
 O uso de suplementação vitamínica ou outros remédios podem melhorar a imunidade da criança ou evitar que ela contraia o novo coronavírus?,"Não é indicada nenhuma suplementação vitamínica adicional, apenas uma alimentação correta, manutenção de um bom padrão de sono e exercícios. Não existe indicação de suplementos ou qualquer outro remédio para combate ao novo coronavírus."
 Podemos usar todos os antitérmicos para o controle da febre?,"Sim, mas neste momento é preferível o uso de paracetamol ou dipirona. Não temos usado o ácido acetilsalicílico (AAS) há muitos anos e evitado neste momento o uso de ibuprofeno. Embora contraditório na literatura atual, se apresenta contraindicação formal durante a infecção por novo coronavírus, preferimos evitar o seu uso."
 É perigoso dormir com uma pessoa que teve o novo coronavírus?,"Sim. Recomenda-se o isolamento da pessoa com novo coronavírus em quarto individual pelo risco de transmissão durante a noite. O mecanismo de transmissão é durante o contato e também por gotículas, podendo, em algumas situações, ocorrer por aerossol."
 Pacientes que fizeram bariátrica são grupo de risco?,estão inclusos no grupo de risco os pacientes obesos. É importante consultar seu médico a fim de avaliação de categorização de risco.  
 Pacientes com a doença SAF e que tomam anticoagulante correm mais risco ao ter Covid-19?,"Não. Mas, independente do risco, para qualquer indivíduo é importante manter as medidas de prevenção como higiene das mãos, uso de máscara, isolamento social e consultar seu médico."
 Nasonex e Malvona enxaguante ajudam na prevenção do novo coronavírus?,Não há qualquer evidência científica de que Nasonex ou Malvona sejam profiláticos para a infecção pelo novo coronavírus.
 O uso de Omnaris (Ciclesonida) pode mascarar sintomas relacionados ao novo coronavírus??,"Não, pois os sintomas não são apenas de via aérea superior, como obstrução nasal e coriza, podendo também se manifestar com febre, mialgia, tosse, diarreia, perda de olfato e cefaleia."
 Quem toma Haldol decanoato e Depakene 250 mg tem um risco maior de  pegar o novo coronavírus?,Não há relação entre uso de Haldol e Depakene com aumento do risco de adquirir novo coronavírus.
 Posso pegar a COVID-19 do meu animal de estimação?,"Não. Não há evidências de que animais de companhia ou animais de estimação, como gatos e cães, foram infectados ou podem espalhar o vírus que causa a COVID-19."
 Como higienizar a pelagem do cachorro após os passeios diários para evitar a contaminação pelo novo coronavirus?,"A transmissão do novo coronavírus ocorre através de secreções de vias áereas da pessoa doente. Para que haja a contaminação é preciso que a secreção entre em contato com a mucosa dos olhos, boca e nariz de uma pessoa suscetível.Portanto, é importante que sejam aplicadas as medidas de higiene básicas como higienização das mãos, uso de máscaras pela população.Para os animais de estimação, é importante manter as medidas de higiene usuais."
 É seguro amamentar durante a infecção por coronavírus?,"Embora os estudos científicos na área sejam escassos e recentes, ainda não há relatos de transmissão do coronavírus através do leite materno.A contaminação ocorre principalmente por meio de gotículas geradas por uma pessoa contaminada durante tosse/espirros ou contato com secreções. É importante o uso de máscaras e álcool gel (70%) além de discutir com o seu médico a melhor alternativa neste momento tão delicado.Fonte: Centers for Disease Control and Prevention (atualizado 21/02/2020)"
 Posso passar o coronavírus para o meu filho durante o parto?,"Ainda não conseguimos afirmar sobre o potencial de transmissão vertical do coronavírus (antes, durante ou depois do parto). Dos poucos relatos científicos que existem sobre o coronavírus que causa COVID-19, nenhum dos recém-nascidos de mães doentes apresentaram o vírus - que não foi encontrado no líquido amniótico ou no leite materno.A contaminação ocorre principalmente por meio de gotículas geradas por uma pessoa contaminada durante tosse/espirros ou contato com secreções. É importante o uso de máscaras e álcool gel (70%) além de discutir com o seu médico a melhor alternativa neste momento tão delicado.Fonte: Centers for Disease Control and Prevention (atualizado 21/02/2020)"
 Gestantes podem transmitir o vírus para o bebê? ,Ainda não conseguimos afirmar sobre o potencial de transmissão do novo coronavírus de mãe para o feto. Até o momento nenhum bebê de mãe doente apresentou o vírus. Também não foi identificado o vírus no líquido amniótico.
 Lactante com suspeita da doença pode amamentar?,"As informações são escassas, mas até o momento não se detectou a presença de vírus no leito materno e nem a contaminação de bebês por esta via. Vale lembrar, porém, que a transmissão ocorre em pacientes com sintomas por meio de secreções das vias áreas. O uso de máscara cirúrgica e a higiene das mãos para contato com o bebê são medidas importantes para diminuir as chances de contágio."
 Ouvi sobre casos de recém-nascidos que testaram positivo para COVID-19. Como isso aconteceu?,"Estudos existentes hoje mostram que o vírus não é capaz de ser transmitido durante a gravidez (da mãe para o bebê, de forma vertical) ou no momento do parto. Assim, acredita-se que os recém-nascidos tenham se infectados pela tosse, espirro ou contato próximo com a mãe, após o nascimento."
 Grávidas correm risco maior?,"Sim. Embora ainda não existam dados suficientes para concluir que a infecção pelo novo coronavírus apresente maior gravidade neste grupo, as infecções respiratórias causadas por agentes infecciosos, como influenza, têm gravidade maior quando afetam mulheres na gestação. Gestantes apresentam alterações no seu sistema imunológico (de defesa de infecções) bem como do funcionamento de seus órgãos."
 Posso mandar meu filho para escola?,"A partir de 13 de março de 2020, o Governo do Estado de São Paulo instituiu a suspensão das aulas na rede pública e privada - a partir de 23 de março de 2020. Porém, na semana entre 13 e 23 de março, as crianças e adolescentes que não frequentarem a escola, não receberão falta. Além disso, é importante que essas crianças e adolescentes não fiquem sob a supervisão de um adulto com mais de 55 anos de idade. A partir de 23 de março, as aulas estão efetivamente suspensas."
 Quais medidas os pais e responsáveis devem e podem pedir para as escolas adotarem?,"Se compatível com a idade, os pais ou responsáveis podem manter o aprendizado da criança on-line, seguindo as orientações da escola."
" Parques, praças, clubes etc. estão liberados com crianças?","Atividades ao ar livre não são proibidas, pois mantendo as crianças afastadas de outras crianças e adultos, não representam risco de contágio elevado."
 O que posso fazer para proteger meu/minha filho(a) e evitar a propagação da doença? Como devo orientá-lo(a)?,"As crianças devem seguir as mesmas orientações da população em geral: evitar festas, aglomerações, contato com outras crianças e adultos potencialmente doentes. Além da lavagem das mãos com água e sabão ou álcool gel 70%."
 Como o organismo da gestante reage diante da COVID-19?,O organismo da gestante responde de forma muito semelhante as mulheres que não estão grávidas. Em geral são pneumonias com padrão viral muito parecidos com a população geral e os relatos na literatura médica nos mostram que a probabilidade de gravidade é muito baixa.A doença parece não impactar na hora do parto e na saúde do bebe. Estes são dados preliminares e animadores.
 Quais cuidados as gestantes devem tomar?,"As gestantes devem tomar os mesmos cuidados da população geral. Nesse contexto, devemos pedir que as gestantes fiquem em casa (isolamento social), evitem ir ao pronto atendimento desnecessariamente, evitar contato com pessoas doentes, lavar as mãos com frequências."
" Caso a gestante sinta os sintomas do novo coronavírus, como deve proceder?","Sintomas gripais leves como febre, dores no corpo, tosse seca, coriza devem permanecer em casa em isolamento. As gestantes devem comunicar seu médico obstetra dos sintomas e serem monitorizadas. O aparecimento de falta de ar deve motivar a ida ao pronto atendimento."
 Crianças são “menos” vulneráveis ao novo coronavírus? Como afeta as crianças?,"Há poucos relatos de doenças graves em crianças e adolescentes. Isso não significa que elas são menos vulneráveis, porém têm uma chance menor de gravidade."
 Quais os principais sintomas da doença em bebês e crianças?,"Em crianças, os sintomas são parecidos com os do adulto: tosse seca, febre que pode ser alta (maior que 38,5ºC), coriza. A falta de ar também pode surgir nos pequenos. Nas crianças que ainda não sabem se comunicar adequadamente, é muito importante prestar atenção em sinais de desconforto respiratório, como frequência respiratória aumentada, dificuldade de falar, sinais de que a criança está fazendo força para respirar. Nesses cenários, ela deve ser levada imediatamente para o pronto atendimento. Lembre-se de sempre comunicar o pediatra para a melhor tomada de decisão."
