Perguntas,Respostas
12. Quanto tempo o vírus persiste numa superfície?,"O vírus pode sobreviver em superfícies durante horas ou até dias, se estas superfícies não forem limpas e desinfectadas com frequência.O tempo que o vírus persiste nas superfícies pode variar sob diferentes condições (por exemplo, tipo de superfície, temperatura ou humidade no ambiente e a carga viral inicial que originou a exposição). Estudos recentes mostram que o SARS-CoV-2 se pode manter viável em superfícies como plástico ou metal por um período máximo de cerca de 72 horas e em aerossóis por um período máximo de 3 horas. Em superfícies mais porosas como cartão, o SARS-CoV-2 pode manter-se viável por um período de 24h.Nas casas e nos espaços públicos a frequência de limpeza e desinfecção deve ser aumentada, para evitar acúmulo de vírus nas superfícies."
13. Qual é a probabilidade de eu contrair o SARS-CoV-2?,"O vírus não tem nacionalidade, idade ou género, por isso todos corremos o mesmo risco de contrair o SARS-CoV-2. Porém, o risco torna-se menor com o cumprimento das medidas de prevenção, a lavagem frequente das mãos, o distanciamento físico de no mínimo 1,5 m das outras pessoas, o uso da máscara de protecção em locais aglomerados, a etiqueta da tosse, entre outras."
14. Quem está em risco de desenvolver doença grave por COVID-19?,"Os grupos de Risco para doença grave por COVID-19 são:Pessoas idosas;Pessoas com doenças crónicas – doença cardíaca, pulmonar, cancro, hipertensão arterial, diabetes mellitus, entre outras;Pessoas com o sistema imunológico comprometidos (a fazer tratamentos de quimioterapia, tratamentos para doenças auto-imunes (artrite reumatoide, lúpus, esclerose múltipla, infecção por HIV e SIDA)"
15. Qual é a percentagem de doença ligeira e grave por COVID-19?,"80% dos casos de COVID-19 apresentam doença assintomática (sem sintomas) e ligeira, isto é, sintomas leves, nomeadamente, febre, rinorreia (corrimento nasal), cefaleia (dor de cabeça) e mialgia (dor no corpo).Apenas 15% dos casos apresentam um quadro grave, como pneumonia, dificuldade respiratória, com necessidade de internamento e 5% podem eventualmente precisar de cuidados intensivos com necessidade de ventilação.A maioria dos óbitos são verificados nas pessoas mais idosas e com outras comorbidades (outras doenças crónicas)."
16. Qual é o tratamento da COVID-19?,"O tratamento para a infecção pelo novo coronavírus é sintomático, ou seja, trata-se os sinais e sintomas que os doentes apresentam com o objectivo de proporcionar alívio e maior conforto aos doentes.Encontram-se actualmente em investigação, alguns fármacos ou medicamentos apontados como potenciais candidatos ao tratamento."
17. Os antibióticos são efectivos na prevenção ou tratamento da COVID-19?,"Não. Os antibióticos servem para combater as bactérias, não tendo efeito contra vírus. A COVID-19 é causada por um vírus, o SARS-CoV-2, e, como tal, os antibióticos não são efectivos na prevenção ou tratamento. O uso indevido e sem indicação médica de antibióticos poderá contribuir para o aumento das resistências a antimicrobianos (antibióticos) com efeito negativo para a saúde individual e colectiva."
"18. Existe uma vacina, medicamento ou tratamento para a COVID-19?","Não. Actualmente não existe vacina, medicamento ou tratamento específico para o SARS-CoV-2. Tratando-se de um vírus recentemente identificado, estão em curso investigações em diversos países para o desenvolvimento de uma vacina e medicamentos com eficácia comprovada e que respeitem os requisitos necessários de segurança."
19. Existe algo que eu não deveria fazer?,"Algumas atitudes NÃO são eficazes contra a COVID-19 e podem ser prejudiciais ao organismo:Fumar;Consumir bebidas alcoólicas;Usar várias máscaras em simultâneo;Fazer auto-medicação, por exemplo tomar antibióticos.De qualquer forma, se tiver febre, tosse ou dificuldade para respirar, procure cuidados médicos com antecedência, entrando em contacto com as autoridades de saúde pelos contactos disponíveis, para reduzir o risco de desenvolver uma infecção mais grave."
20. Qual é a diferença entre epidemia e pandemia?,"Uma epidemia corresponde ao aumento considerável do número de casos de determinada doença, em várias regiões ou países, num determinado período de tempo.Uma pandemia é a disseminação mundial de uma doença, que se espalhou por diferentes continentes, afectando geralmente um grande número de pessoas, com transmissão sustentada e na comunidade. Na maioria das vezes está associada a uma grande disrupção social e coloca sobre enorme pressão os serviços de saúde a nível global."
21. O que quer dizer “transmissão comunitária”?,Transmissão comunitária significa que o vírus circula na comunidade sem que seja possível identificar a origem de todas as cadeias de transmissão.
22. Como é que as pessoas podem ajudar a acabar com o estigma relacionado com a COVID-19?,"As pessoas podem combater o estigma e ajudar outras pessoas, fornecendo-lhes suporte social e emocional, fazendo chamadas, enviando mensagens a familiares e amigos com COVID-19 e provendo apoio na realização das actividades essenciais como fazer compras e deixar a porta de casa.O combate ao estigma pode ser feito através da aprendizagem e da partilha de factos sobre a COVID-19. Quanto mais informação oficial e verdadeira for partilhada, menor a probabilidade de circulação de notícias falsas que podem disseminar o medo.Deve ensinar-se às pessoas, o facto de que os vírus não têm como alvos grupos raciais ou étnicos específicos, bem como o modo de transmissão da COVID-19."
