Perguntas,Respostas
- Qual estabelecimento pode realizar teste rápido?,"Os estabelecimentos de saúde, que possuem licença sanitária ativa para as atividades específicas: laboratórios, clínicas e centros de diagnósticos (posto de coleta, unidades móveis e coleta domiciliares); unidades básicas (UBS); unidades de assistência ambulatorial (AMA); unidades de pronto-atendimento (UPA); unidades de pronto-socorro (PS) e farmácias (conforme Portaria RDC 377/2020, concede autorização temporária e excepcional para farmácias)"
- Quais requisitos o estabelecimento deve ter para realizar teste rápido?," licença sanitária ativa para a atividades específicas: laboratórios, clínicas e centros de diagnósticos (posto de coleta, unidades móveis e coleta domiciliares); unidades básicas (UBS); unidades de assistência ambulatorial (AMA); unidades de pronto-atendimento (UPA); unidades de pronto-socorro (PS) e farmácias (conforme Portaria RDC 377/2020, concede autorização temporária e excepcional para farmácias)Devem seguir as legislações específicas pertinentes a atividade realizada; Deve ser realizada por profissional habilitado e treinado sob a responsabilidade do responsável técnico;Devem ser utilizados kits e insumos devidamente regularizados junto à ANVISA;Os resultados devem ser registrados em planilha assim como os dados dos usuários, mantendo a rastreabilidade, para envio ao órgão competente;Caso de suspeita / confirmação devem ser registrados no e-SUS.- Unidade móvel (Ex:Sistema Drive Thru)De acordo com a RDC n° 302/2005, as atividades em unidade móvel devem estar vinculadas a um laboratório clínico ou posto de coleta laboratorial e devem seguir os requisitos aplicáveis definidos neste Regulamento Técnico. Uma unidade móvel pode possuir o sistema de coleta do tipo “Drive Thru”, desde que possua os pré requisitos descritos acima."
- Para quem o teste rápido é recomendado?,"Para pessoas que apresentem os sintomas (tosse, dor de cabeça, coriza, febre alta, dificuldade para respirar). O teste rápido NÃO é recomendado para pessoas assintomáticas.“Como a produção de anticorpos aumenta a cada dia a partir do início da infecção pelo vírus, é preciso que haja uma quantidade mínima de anticorpos que o teste consiga detectar. Este período entre o início dos sintomas e a detecção dos anticorpos em exames é chamado de janela imunológica. Sendo assim, o teste para anticorpos (IgM e IgG) é indicado para exames a partir de pelo menos oito dias após o início dos sintomas. A utilização de testes rápidos antes desse período pode levar a resultados negativos mesmo nas pessoas que possuem o vírus e produziram anticorpos, sendo, portanto, um resultado “falso negativo”."
- O que é a sorologia para COVID-19?,"É um exame realizado em amostras de sangue dos pacientes, capaz de detectar a presença de anticorpos (IgA, IgM e IgG), que são produzidos pelas células de defesa do corpo humano contra o coronavírus SARS-COV-2 após o contato com vírus. Os insumos utilizados para a coleta e a análise devem possuir registro junto à ANVISA."
- Qual estabelecimento pode realizar a coleta de material para realização do teste sorológico?,"Os estabelecimentos de saúde que possuem licença sanitária ativa para a atividade específica como: laboratórios, clínicas e centros de diagnósticos (posto de coleta, unidades móveis e coleta domiciliares); unidades básicas (UBS); unidades de assistência ambulatorial (AMA); unidades de pronto-atendimento (UPA); unidades de pronto-socorro (PS). A análise só pode ser realizada por laboratórios clínicos (que possuem licença sanitária ativa para o tipo de serviço específico) com área destinada a testes Sorológicos."
- Quais requisitos o estabelecimento deve ter para realizar exame sorológico?,"Para realizar a coleta :O estabelecimento deve ter Licença Sanitária ativa para clínicas e centros de diagnósticos (posto de coleta, unidades móveis e coleta domiciliares); unidades básicas (UBS); unidades de assistência ambulatorial (AMA); unidades de pronto-atendimento (UPA); unidades de pronto-socorro (PS).Para realizar a análise do exame:O estabelecimento deve possuir Licença Sanitária Municipal ativa e válida para Laboratório de Análises Clínicas (Código de Serviço 088) e área destinada à realização de exames Sorológicos, além de insumos e RH especializado para realizá-los."
- Para quem o exame sorológico é recomendado?,"Para pessoas que apresentem os sintomas (tosse, dor de cabeça, coriza, febre alta, dificuldade para respirar).“Como a produção de anticorpos aumenta a cada dia a partir do início da infecção pelo vírus, é preciso que haja uma quantidade mínima de anticorpos que o teste consiga detectar. Este período entre o início dos sintomas e a detecção dos anticorpos em exames é chamado de janela imunológica. Sendo assim, a imunocromatografia para anticorpos (IgM e IgG) é indicada para exames a partir de pelo menos oito dias após o início dos sintomas.”"
- Qual estabelecimento pode realizar teste de RT- PCR?,"Os estabelecimentos de saúde como: laboratórios, clínicas e centros de diagnósticos (posto de coleta, unidades móveis e coleta domiciliares); unidades básicas (UBS); unidades de assistência ambulatorial (AMA); unidades de pronto-atendimento (UPA); unidades de pronto-socorro (PS) podem realizar a coleta das amostras para o RT-PCR, porém a análise só pode ser realizada por laboratórios clínicos com área destinada a testes de Biologia Molecular."
- O que é o teste de RT-PCR para COVID-19?,"É um exame realizado em amostras coletadas em swabs de nasofaringe e orofaringe, que detecta a presença do antígeno (material genético do vírus SARS-COV-2) na mucosa do paciente. É considerado o padrão ouro para a detecção do COVID-19. Os insumos utilizados para a coleta e a análise devem possuir registro junto à ANVISA."
- Quais requisitos o estabelecimento deve ter para realizar exame RT-PCR?,"Para realizar a coleta :O estabelecimento deve ter Licença Sanitária ativa para clínicas e centros de diagnósticos (posto de coleta, unidades móveis e coleta domiciliares); unidades básicas (UBS); unidades de assistência ambulatorial (AMA); unidades de pronto-atendimento (UPA); unidades de pronto-socorro (PS).Para realizar a análise do exame:O estabelecimento deve possuir Licença Sanitária Municipal ativa e válida para Laboratório de Análises Clínicas (Código de Serviço 088) e área destinada à realização de exames de Biologia Molecular, além de insumos e RH especializado para realizá-los."
- Para quem o exame RT-PCR é recomendado?,"O método RT-PCR (sigla em inglês para transcrição reversa seguida de reação em cadeia da polimerase), recomendado para o diagnóstico da doença. Esse tipo de teste se baseia na detecção de fragmentos do material genético do vírus e revela se a pessoa está doente no momento da realização do exame, porém não detecta contágios passados.É recomendado para pacientes A PARTIR DO 3º DIA ATÉ O 10º DIA DE INÍCIO DOS SINTOMAS, e pessoas que tiveram contato com pacientes com COVID-19 confirmados dentro deste período. A partir do terceiro dia de sintomas o vírus já se replicou e possui material genético em quantidade suficiente para ser detectado pelo teste e após esse período a quantidade de material genético começa a diminuir."
Quais são os Equipamentos de Proteção Individual e para que serve cada um deles? Quando usar cada um deles?,"O equipamento de proteção individual (EPI) deve ser usado quando se prevê uma exposição a material biológico e a produtos químicos tóxicos. Tem por objetivo a proteção do funcionário, podendo também ser utilizado na proteção do paciente ou de materiais que se esteja manipulando.Os EPI(s) usados por profissionais que atuam em Serviços de Saúde são uma estratégia importante para prevenir doenças como por exemplo a COVID – 19, cuja  forma de transmissão pode ser por  via aérea ou de contato1.	Máscara cirúrgica – Pacientes quando apresentar sintomas de infecção respiratória (tosse, espirros, dificuldade para respirar) e Profissionais de saúde e profissionais de apoio que prestarem assistência a menos de 1 metro do paciente suspeito ou confirmado de infecção pelo novo coronavírus2.	Máscara N 95 – Profissionais de saúde que realizam procedimentos geradores de aerossóis em pacientes suspeitos ou confirmados de infecção pelo novo coronavírus  como por exemplo: intubação ou aspiração traqueal, ventilação mecânica não invasiva, ressuscitação cardiopulmonar, ventilação manual antes da intubação, coletas de amostras nasotraqueais, broncoscopias, etc3.	Óculos de proteção ou protetores faciais (que cubra a frente e os lados do rosto) devem ser utilizados quando houver risco de exposição do profissional a respingos de sangue, secreções corporais, excreções, etc.4.	 Protetor facial (face shield) - Com objetivo de minimizar a contaminação da máscara N95/PFF2 ou equivalente, se houver disponibilidade, o profissional de saúde deve utilizar um protetor facial (face shield), pois este equipamento protegerá a máscara de contato com as gotículas expelidas pelo paciente.5.	O capote ou avental (gramatura mínima de 30g/m2) deve ser utilizado para evitar a contaminação da pele e roupa do profissional. O profissional deve avaliar a necessidade do uso de capote ou avental impermeável (estrutura impermeável e gramatura mínima de 50 g/m2) a depender do quadro clínico do paciente (vômitos, diarréia, hipersecreção orotraqueal, sangramento, etc).6.	Luva de procedimento - As luvas de procedimentos não cirúrgicos devem ser utilizadas, no contexto da epidemia da COVID-19, em qualquer contato com o paciente ou seu entorno (precaução de contato).  Atenção : O uso de luvas não substitui a higiene das mãos7.Luva cirúrgica - Quando o procedimento a ser realizado no paciente exigir técnica asséptica, devem ser utilizadas luvas estéreis (de procedimento cirúrgico).8. Gorro - está indicado para a proteção dos cabelos e cabeça dos profissionais em procedimentos que podem gerar aerossóis."
Quais EPIs uma pessoa assintomática deve usar?,O Ministério da Saúde orienta a população o uso de máscaras de pano que funcionam como barreiras na propagação da doença.
"
Quais EPIs uma pessoa sintomática deve usar?","Em sua residência: 1. Uma pessoa sintomática de infecção respiratória (tosse, espirros, dificuldade para respirar) deve usar máscara cirúrgica . 2. O cuidador deve usar máscara cirúrgica bem ajustada ao rosto quando estiver na mesma sala e durante a manipulação da pessoa doente. As máscaras não devem ser tocadas ou manuseadas durante o uso. Se a máscara ficar molhada ou suja com secreções, deve ser trocada imediatamente. 3. O cuidador deve usar luvas descartáveis para fornecer cuidados orais ou respiratórios e quando manipular fezes, urina e resíduos. Realizar a higiene das mãos antes e depois da remoção das luvas"
Quando e como descartar cada um deles?,"Descartar a máscara cirúrgica imediatamente após o uso e realizar a higiene das mãos com água e sabonete ou produto alcoólico após a remoção da máscara.Luvas, máscaras e outros resíduos gerados pelo paciente ou durante os cuidados com o paciente devem ser colocadas em lixeira com saco de lixo no quarto da pessoa doente antes do descarte com outros resíduos domésticos. Em instituições de saúde o saco de lixo deverá ser de cor branco leitoso."
Devo usar EPI dentro de casa? Quais EPIs podem ser higienizados para reutilização? ,"Os óculos de proteção ou protetores faciais devem ser exclusivos de cada profissional responsável pela assistência, devendo, imediatamente após o uso sofrer limpeza e posterior desinfecção com álcool líquido a 70% (quando o material for compatível), hipoclorito de sódio ou outro desinfetante recomendado pelo fabricante ou pela CCIH do serviço.Caso o protetor facial tenha sujidade visível, deve ser lavado com água e sabão/detergente e só depois dessa limpeza, passar pelo processo de desinfecção."
Os animais podem adoecer por coronavírus?,"Os animais domésticos na maioria das vezes adoecem por coronavírus diferente do novo coronavírus que está causando a pandemia da COVID-19.O coronavirus de animais são conhecidos há bastante tempo e ocorrem em espécies específicas, ou seja, o coronavirus de felinos causa adoecimento em gatos, o coronavirus canino causa adoecimento em cães e assim por diante.Existem raros relatos de animais de zoológico e de companhia que tiveram contatos com pessoas com COVID-19 e que apresentaram a doença, mas NÃO HÁ ATÉ O MOMENTO EVIDÊNCIA ALGUMA QUE ANIMAIS POSSAM TRANSMITIR COVID-19 AO SER HUMANO.Por isso, se o seu animal de estimação aparecer espirrando, tossindo, ou tenha qualquer outro problema de saúde, consulte o Médico Veterinário."
Cachorros e gatos podem transmitir o novo coronavírus?,"Até o momento, não há evidências que animais de estimação ou domésticos possam transmitir COVID-19 para pessoas, apesar de raros relatos de adoecimento de animais de zoológico e de companhia (cão, gatos, furão e hamster) que tiveram contatos com pessoas com COVID-19.Desta forma, o contato entre pessoas saudáveis e animais não precisa ser restringido, no entanto, deve-se seguir práticas higiênicas normais, como lavagem das mãos antes e após contato com os animais,Assim como os objetos (mesas, maçanetas, entre outros), os animais de estimação podem ter o vírus no corpo, no pelo, e nas patas,quando saem de casa e encostam em locais que podem estar contaminados com  vírus ou ter contato com pessoas com COVID-19. Em vista disso, deve ser evitado o contato próximo de pessoas doentes com animais."
Há vacina para cães e gatos contra o coronavírus (COVID 19)?,Não há vacinas para animais contra a COVID 19.
"Se eu estiver com COVID-19 ou com sintomas de gripe, posso ter contato com meus pets?","Os estudos mostram que o vírus da COVID-19 tem um tempo de sobrevivência alto em contato com superfícies, ou seja, se você estiver infectado e passar a mão no seu pet e outra pessoa passar a mão nele e depois levar a mão no rosto, essa pessoa pode se nfectar. O vírus eliminado pela pessoa doente pode permanecer nos pelos, patas e diferentes partes do corpo do seu pet e passar para outra pessoa em contato direto com seu pet. Assim, pessoas com sintomas ou positivas para COVID-19 devem se isolar de outras pessoas e dos cães e gatos e outros pets.Se você precisa cuidar do seu animal de estimação ou ficar perto de animais enquanto estiver doente, lave as mãos antes e depois de interagir com os animais e use uma máscara facial.Se possível, peça a outro membro da sua família que cuide dos seus animais enquanto estiver doente. Se você está doente com a COVID-19, evite o contato com seu animal de estimação."
Posso passear com meu cachorro?,"Se a sua região NÃO estiver sob quarentena absoluta pode, desde que tome precauções: procure lugares menos movimentados e prefira os horários mais tranquilos, evite contato com outros animais e pessoas, evite tocar o rosto, lave bem as mãos com água e sabão (ou álcool gel) após retornar para casa.Se o governo local recomenda ficar em casa, a não ser em casos de absoluta necessidade (ex: para comprar comida ou remédio), o melhor é respeitar a quarentena.Deve-se lembrar que o cão pode servir como transportador do vírus para dentro de sua casa, assim com os seus sapatos, suas mãos, suas vestimentas, sacolas, bolsa, entre outros.Durante o passeio o cão estará pisando no chão que pode estar contaminado com o novo coronavírus, bem como outras pessoas podem querer acariciar o seu animal. Assim, deve-se sempre ter muito cuidado e ao retornar, antes de entrar em casa, higienizar muito bem as patas com água e sabão neutro ou produtos veterinários próprios para esse fim, bem como o corpo do animal, sua coleira e a guia. Não use água sanitária, álcool em gel ou desinfetantes nos pelos e patas dos animais!Lembrando que o risco de sair de casa é maior para você, evite sempre sair!"
Quais cuidados se deve ter com os gatos?,"A exemplo dos passeios com os cães, se o gato não for domiciliado, pode funcionar como um transportador da COVID 19, ao pisar, deitar em superfícies onde pessoas doentes podem ter contaminado o ambiente e ao entrar na residência carregar o vírus pelas patas e pelos."
Há testes específicos para avaliar se o meu animal de estimação tem o novo coronavírus?,"Não há até o momento nenhum diagnóstico laboratorial específico para os animais.Os responsáveis pelos cães e gatos devem cuidar bem de seus animais, especialmente nesse momento de dificuldades e restrição. Não há necessidade de isolá-los e ou deixá-los presos. Eles são ótimas companhias, especialmente nessa fase de isolamento social. Merecem muito carinho, amor, afeto e terem atenção a sua saúde em dia. Não abandone seu animal de estimação por causa da COVID 19, não há nenhum caso em que cães ou gatos transmitiram a doença para os seus tutores. O abandono de animais é crime ambiental (Lei Federal 9605 de 12 fevereiro de 1998).Encontre aqui mais informações sobre o Coronavirus."
