Perguntas,Respostas
Existem casos de pessoas infectadas que nãoestão no boletim do município?,"Primeiro é preciso atentar-se aosboatos e fakes News. Segundo, o paciente assintomático (que não possuisintomas) que decidiu fazer o teste rápido por algum motivo e atestou positivo,ele pode ou não procurar a Secretaria de Saúde do município para informar efazer seu tratamento na rede particular. Caso ele não informe, o município sóvai saber quando o caso estiver sido informado pelo laboratório no sistema do Ministérioda Saúde (e-SUS VE). Uma vez lançado no e-SUS VE o município é obrigado por leia divulgar a informação à população."
"Porque alguns casos confirmados já são,imediatamente, anotados como curados no boletim?","Ter contato com o vírus não significaque o paciente ficará doente e, inclusive, não possuir nenhum sintoma (assintomático).Mas por algum motivo ele resolve fazer o teste rápido e ser testado positivo,porém, curado, pois seu organismo já desenvolveu anticorpos contra o vírus. Anticorpossão glicoproteínas, também chamadas de imunoglobulinas, que possuem comoprincipal função garantir a defesa do organismo."
Como a pessoa com COVID-19 sabe que estácurada?,"No momento, para os casos mais leves, com recomendação deisolamento domiciliar, é necessário permanecer sob monitoramento por no mínimosete dias, e permanecer isolado até que os sintomas acabem, para evitar atransmissão. Depois disso, pode voltar à rotina."
Ou através do resultadode testes laboratoriais que é baseado em dois fatores: IgG e IgM. O que issosignifica?,"IgG negativo e IgM negativo:indicam que o paciente nunca entrou em contato com o agente patogênico (agentecausador da doença), ou seja, nunca foi nem vacinado nem contaminado.IgG negativo e IgM positivo:indicam infecção aguda (ou seja, iniciada há dias ou semanas).IgG positivo e IgM negativo:indicam infecção antiga (com meses ou anos) ou que a pessoa foi vacinada e oorganismo teve sucesso na produção de anticorpos.IgG positivo e IgM positivo:infecção recente (semanas ou meses)."
Qual é a definição de caso descartado?,"Caso comunicado no sistema do Ministério da Saúde que seenquadra nas definições estabelecidas pela OMS, mas deu negativo para o novocoronavírus."
"Onde é possível consultar números de casossuspeitos e confirmados em São José do Belmonte, Pernambuco, Brasil e Mundo?","Nos canais oficiais da Prefeitura de São José do Belmonte, dogoverno do estado, do Ministério da Saúde e da Organização Mundial da Saúde(OMS). Não divulgue conteúdos que não tenham sido produzidos por fontesconfiáveis. Evite a disseminação defakenews.Sites indicados:www.saojosedobelmonte.pe.gov.brFacebook:www.facebook.com/prefeiturasaojosedobelmonte Instagram:www.instagram.com/prefeiturasaojosedobelmonteEstadohttps://dados.seplag.pe.gov.br/apps/corona.htmlhttps://www.pecontracoronavirus.pe.gov.br/Outras informações:https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports(em inglês)"
Casos confirmados em outros estados devem sercomputados pelo município?,"Sim, se o paciente está em outroestado, seja a trabalho ou qualquer outro motivo, e tem endereço fixo em SãoJosé do Belmonte, o caso confirmado será computado no e-Sus VE da sua cidade deorigem."
Quantoslaboratórios públicos fazem o exame de detecção em Pernambuco?,"O diagnóstico de infecções virais pode ser realizado porinúmeros laboratórios, públicos ou privados. Porém, em questões de saúdepública, como ocorre com o COVID-19, é preciso que os exames sejam realizadospelos Laboratórios Centrais (LACENs) definidos pelo Ministério da Saúde."
Os exames também podem ser feitos porlaboratórios privados?,"Sim. Conforme definido pelo Ministério da Saúde, todos oslaboratórios públicos ou privados que identificarem casos confirmados pelaprimeira vez, adotando o exame específico para SARS-CoV2 (RT-PCR, peloprotocolo Charité), devem passar por validação de um dos três laboratórios dereferência nacional: Fundação Oswaldo Cruz (Fiocruz/RJ), Instituto Evandro Chagasda Secretaria de Vigilância em Saúde (IEC/SVS) no Estado do Pará, e InstitutoAdolfo Lutz da Secretaria de Saúde do Estado de São Paulo.Apósa validação da qualidade, o laboratório passará a ser considerado parte da RedeNacional de Alerta e Resposta às Emergências em Saúde Pública, parainvestigação do coronavírus."
São José do Belmonte já possui teste para COVID-19?,"Sim, já é possível realizar o teste para COVID-19 no município. A Unidade Mista Leônidas Pereira de Menezes dispõe de testes do LACEN-PE (Laboratório Central de Pernambuco). Para fazer o exame, o cidadão precisa estar com sintomas e enquadrado nos grupos de riscos estabelecidos pelo Ministério de Saúde. O resultado sai em até 10 dias.Também é possível realiza testes rápidos para COVID-19 no município através de laboratórios particulares. O resultado sai em até 15 minutos podendo variar de laboratório para laboratório."
Quais são os hospitais de referência?,"A Rede Estadual de Saúde está preparada e organizada para receber os casos. A população deve procurar o serviço de saúde mais próximo de sua residência, caso tenha os sintomas da doença. Cabe ao médico dessa unidade avaliar e definir se é necessário encaminhar a um hospital de maior complexidade, que seja referência para atender os casos graves.Os hospitais de referência para o tratamento de casos gravessão: HOSPAM Hospital Prof. Agamenon Magalhães (Serra Talhada).Hospitais privados também podem integrar a rede, seguindo protocolos e até disponibilizando leitos, se houver necessidade. Profissionais da saúde estaduais vão reforçar os contatos com os serviços particulares para reforçar o alinhamento de estratégias e fluxos."
O que uma pessoa com sintomas deve fazer?,"Procurar o serviço de saúde mais próximo de sua residência, como um Posto de Saúde, para análise inicial. Se o quadro for compatível com a definição de caso, esse serviço de saúde deverá seguir o fluxo estabelecido pela Secretaria Municipal de Saúde."
Casos suspeitos têm sido mantidos emisolamento domiciliar. O que isso significa?,"O isolamento familiar é uma conduta prevista pelo Ministério daSaúde e que pode ser indicada pelo médico, a depender da condição clínica dopaciente. Consiste basicamente em manter a restrição de contatos com pessoas eambientes externos, para evitar a circulação do vírus."
"No isolamento domiciliar, quais cuidados opaciente deve ter?","Nessa condição, o paciente deve ser mantido em casa, recebendocuidados como hidratação e repouso. Os familiares devem tomar as precauções jáindicadas, como evitar compartilhamento de objetos pessoais, contatos comsecreção do paciente e higienização constante das mãos e do ambiente."
O que as pessoas que tiveram contato compacientes suspeitos devem fazer?,"Valem as dicas básicas de cuidados de prevenção e prestaratenção em eventuais sinais ou sintomas. Caso aconteça, é fundamental procurarum serviço de saúde."
É recomendado o uso de máscaras de proteção?,"As máscaras devem ser usadas por todos para circulação em espaços coletivos (ruas, órgãos públicos, supermercados, farmácias, entre outros). Além disso é fundamental fazer a higienização das mãos com água e sabão ou álcool gel, e evitar contato com mucosas de nariz, boca e olhos.São cuidados simples, importantes e que devem ser diários para prevenir qualquer tipo de doença."
"Que cuidados deve tomar quem usa transporte público, como ônibus e vans?",O recomendado é usar máscaras e manter a higienização das mãos (em especial ao sair do transporte).
Haverá medida de restrição ou bloqueio a pessoascom sintomas vindas de outras cidades?,Qualquer decisão envolvendo fluxo intermunicipal depende dasautoridades estaduais e federais.
Qual é a orientação do Município de São Josédo Belmonte para quem tem viagens marcadas para outras cidades com registro dadoença?,O município orienta que viagens sejam realizadas apenas em casos de extrema necessidade. Essa recomendação vale até que o quadro todo esteja bem definido.
