pergunta_um,pergunta_dois
"Pele seca com 2 anos de idade acima do lábio e lábio superior irritada e / ou seca. Picadas cetafilatópicas regulares. Posso colocar vaselina? está vermelho, irritado. De outros?","Meu filho de 2 anos tem o lábio superior seco e irritado com alguma vermelhidão. Tentei cetafil, mas dói. Posso usar vaselina?"
"De repente, meus ouvidos pararam de produzir cera de ouvido. O que poderia ser a causa?",Posso usar o q-tip para limpar a cera do ouvido?
"De repente, meus ouvidos pararam de produzir cera de ouvido. O que poderia ser a causa?","Acho que meus ouvidos não estão produzindo cera suficiente, é alguma condição médica?"
Alguém tem alguma sugestão dietética para uma criança de 10 anos com gastrite?,Existe algum medicamento para gastrite em uma criança de 10 anos?
Alguém tem alguma sugestão dietética para uma criança de 10 anos com gastrite?,Meu sobrinho de 10 anos foi diagnosticado com gastrite. Quais são alguns cuidados dietéticos que podem ajudá-lo?
Uma recente tomografia computadorizada com contraste revelou dois cistos no pâncreas. O que isto significa? Câncer de cólon anterior e esld. Também massa de 6 mm no fígado.,"Estou preocupado porque recentemente fui fazer uma tomografia computadorizada, que mostrou dois cistos no pâncreas. Você pode me ajudar a entender o que poderia ser? Apenas um pequeno histórico de minhas condições médicas - Fui tratado para câncer de cólon e tenho uma doença hepática em estágio terminal com uma massa de 6 mm no fígado."
Uma recente tomografia computadorizada com contraste revelou dois cistos no pâncreas. O que isto significa? Câncer de cólon anterior e esld. Também massa de 6 mm no fígado.,Eu tenho algumas perguntas. Tenho uma doença hepática em estágio terminal - pode causar cistos no pâncreas e câncer de cólon? A tomografia computadorizada é útil no diagnóstico de doença hepática em estágio terminal?
Existem consequências graves de uma overdose de heroína?,Ligar para o 911 pode ajudar se meu amigo tiver uma overdose de heroína?
Existem consequências graves de uma overdose de heroína?,O que aconteceria se alguém tivesse uma overdose de heroína? É uma ameaça à vida?
"Há algum tempo, desenvolvi um corrimento branco e grosso, coceira, pequenas saliências e um cheiro estranho. Estou grávida de seis meses e não tenho uma DST. Socorro?","Estou grávida de 20 semanas e, nos últimos 2-3 dias, notei um corrimento branco e grosso com um odor estranho. Também notei pequenos inchaços e coceira muito forte lá embaixo. Fiz o teste de DST no mês passado e estava limpo. O que pode ser isso e o que posso fazer para tratá-lo? Só estou preocupada que isso possa afetar meu bebê. Qualquer ajuda seria apreciada."
"Há algum tempo, desenvolvi um corrimento branco e grosso, coceira, pequenas saliências e um cheiro estranho. Estou grávida de seis meses e não tenho uma DST. Socorro?","É normal ter corrimento branco e grosso na gravidez? Tive alguns inchaços, algum odor incomum e coceira na semana passada, o que está melhor agora."
As alergias aos ingredientes da pasta de dente podem causar diarréia e dores de estômago?,"Você acha que alguém pode ser alérgico a ingredientes de pasta de dente, resultando em diarréia e dor de estômago?"
As alergias aos ingredientes da pasta de dente podem causar diarréia e dores de estômago?,"Minha amiga está com fortes dores de estômago e diarreia, o que posso dar a ela para se sentir melhor? Ela tem alergia ao glúten, mas não comeu nada com glúten. Qual poderia ser a outra causa possível para seus sintomas?"
Um pedigree pode ajudá-lo a rastrear uma condição autossômica dominante ou autossômica recessiva?,Você pode compartilhar alguma doença que seja autossômica dominante e autossômica recessiva?
Um pedigree pode ajudá-lo a rastrear uma condição autossômica dominante ou autossômica recessiva?,Existe uma maneira científica de verificar as chances de herança de uma condição autossômica dominante ou autossômica recessiva?
Uma pessoa pode ser alérgica a plug-ins de congelamento? O cheiro de alguma coisa?,"Sempre que uso purificador de ar, começo a ficar irritada, com vermelhidão nos olhos e eles começam a lacrimejar. Você acha que eu posso ser alérgico a algum dos ingredientes do plug-in febreze ou pode ter alguma alergia a perfume?"
Uma pessoa pode ser alérgica a plug-ins de congelamento? O cheiro de alguma coisa?,"Sou muito sensível e alérgico a muitas coisas, mas não tenho certeza se sou alérgico a cheiros. Você acha que posso usar perfumes nas minhas roupas evitando pulsações?"
Um teste de urina pode mostrar que você tem pedras nos rins?,"Sinto alguma queimação ao urinar e tenho histórico de pedras nos rins. Mas meu teste de urina deu claro e normal, o que poderia ser?"
Um teste de urina pode mostrar que você tem pedras nos rins?,Um teste de urina é útil para diagnosticar pedras nos rins?
A terapia cognitivo-comportamental pode ajudar alguém a parar de fumar?,Estou tentando parar de fumar. Estou experimentando gomas de nicotina por cerca de algumas semanas. Ouvi dizer que a terapia cognitivo-comportamental também ajuda a parar de fumar. O que você acha? Você acha que eu deveria procurar meu médico para esta terapia?
A terapia cognitivo-comportamental pode ajudar alguém a parar de fumar?,"Minha amiga tem tentado muito parar de fumar, mas ela não pode ir ao médico pessoalmente porque não tem seguro. Eu queria saber se há algumas coisas que ela pode comprar sem receita que pode ajudá-la a parar de fumar."
A dermatite de contato pode causar cicatrizes?,"Eu tenho uma erupção cutânea devido a dermatite de contato, diagnosticada pelo meu médico. Estou preocupado com cicatrizes devido a isso. A dermatite geralmente resulta em cicatrizes?"
A dermatite de contato pode causar cicatrizes?,Quais são algumas boas maneiras de se livrar das cicatrizes causadas pela dermatite de contato?
Posso tomar café para evitar dor de cabeça?,A cafeína pode causar dores de cabeça?
Posso tomar café para evitar dor de cabeça?,O café é útil quando você está com dor de cabeça?
Posso tomar um copo de vinho enquanto tomo metilprednisolona para hera venenosa?,"Estou tomando metilprednisona como hera venenosa, você acha que é seguro tomar uma taça de vinho?"
Posso tomar um copo de vinho enquanto tomo metilprednisolona para hera venenosa?,Quais são algumas outras maneiras de ajudar a controlar a coceira causada por hera venenosa além da metilprednisona?
"A apnéia do sono pode causar perda de memória? E pensamento negativo? Fui diagnosticado com apnéia do sono, mas não tenho certeza de há quanto tempo.","Após o acidente, sinto que minha apnéia do sono piorou e minha memória ficou fraca e, em geral, sou negativo em minha abordagem. Você acha que o ferimento na cabeça durante o acidente pode ser a causa de todos esses sintomas?"
"A apnéia do sono pode causar perda de memória? E pensamento negativo? Fui diagnosticado com apnéia do sono, mas não tenho certeza de há quanto tempo.",Tenho perda de memória e pensamentos negativos. A minha apnéia do sono pode ser a causa desses sintomas?
"Tirar uma foto DEPO pode te deixar irritado? É normal ter secreção acastanhada durante o uso, mas nenhum período até agora? Já se passaram 22 dias.","Recebi uma injeção de depósito no mês passado e sinto que fiquei mais irritado depois disso. Não menstruei até agora, só notei corrimento vaginal marrom. Você acha que pode ser devido a um tiro de depósito?"
"Tirar uma foto DEPO pode te deixar irritado? É normal ter secreção acastanhada durante o uso, mas nenhum período até agora? Já se passaram 22 dias.",Quais são alguns dos efeitos colaterais do depo shot? Posso estar grávida se não menstruar durante a injeção?
"Você pode fazer a cirurgia 13 semanas após a lesão inicial para reparar a ulna e o eixo médio quebrado do rádio mostrando uma má cicatrização do osso e parece estar cicatrizando ""arqueado"" (ângulo ruim?",É tarde demais para fazer uma cirurgia para reparar a ulna e o rádio se a lesão aconteceu há 13 semanas e o rádio foi quebrado no meio da diáfise e a cicatrização não está indo bem?
"Você pode fazer a cirurgia 13 semanas após a lesão inicial para reparar a ulna e o eixo médio quebrado do rádio mostrando uma má cicatrização do osso e parece estar cicatrizando ""arqueado"" (ângulo ruim?",Qual é a melhor maneira de tratar a ulna fraturada e o rádio? A cirurgia é a única opção?
Você pode me falar sobre a doença genética mais comum?,É difícil diagnosticar doenças genéticas?
Você pode me falar sobre a doença genética mais comum?,"Quais são alguns distúrbios genéticos comuns? Estou esperando meu primeiro filho, por isso queria saber sobre doenças genéticas."
"O resfriado piorou após 10 dias. Sintomas: catarro, respiração curta, dor no peito, pálpebras seladas por muco à noite. É mais do que um resfriado? O que eu faço em seguida?","Você acha que eu precisaria de antibióticos se eu tivesse sintomas de resfriado, catarro, dor no peito e falta de ar por mais de 10 dias?"
"O resfriado piorou após 10 dias. Sintomas: catarro, respiração curta, dor no peito, pálpebras seladas por muco à noite. É mais do que um resfriado? O que eu faço em seguida?","Tenho lidado com catarro, falta de ar e sintomas de resfriado, que pioraram nos últimos 10 dias. Tenho dores no peito e quando acordo, as minhas pálpebras estão tapadas com muco. Estou preocupado se é um resfriado comum ou pode ser algo preocupante. O que eu deveria fazer agora? Eu preciso ir ao médico?"
Os cistos ovarianos podem aumentar durante a ovulação?,Tenho cistos ovarianos e hoje tenho fortes dores abdominais. Você acha que pode ser devido a cistos ovarianos? Também estou ovulando de acordo com meu rastreador de menstruação.
Os cistos ovarianos podem aumentar durante a ovulação?,Preciso da sua opinião. Você acha que os cistos ovarianos aumentam quando uma mulher está ovulando?
"Corte meu dedo há cerca de 10 horas. Parecia profundo rapidamente limpo e curado, agora você mal pode dizer que o cortei. É possível curar isso rapidamente?","Quanto tempo um corte no dedo geralmente leva para cicatrizar? Se um corte no dedo mal for visível após algumas horas, como 10 horas após o corte, isso significa que ele cicatrizou? Só estou me perguntando se isso pode curar tão rapidamente."
"Corte meu dedo há cerca de 10 horas. Parecia profundo rapidamente limpo e curado, agora você mal pode dizer que o cortei. É possível curar isso rapidamente?","Tive um corte profundo no dedo há algumas horas, o que posso fazer para limpá-lo e curá-lo rapidamente?"
Adderall (dextroanfetamina e anfetamina racêmica) causa coceira nos olhos?,Posso tomar Benadryl para olhos com coceira? Estou tomando Adderall para TDAH.
Adderall (dextroanfetamina e anfetamina racêmica) causa coceira nos olhos?,A coceira nos olhos é um efeito colateral comum de Adderall?
Alguém tem câncer de sangue?,Quão comum é o câncer de sangue em americanos? Estou preocupado com a possibilidade de ter câncer no sangue porque meu avô faleceu depois de um câncer no sangue.
Alguém tem câncer de sangue?,O câncer de sangue é curável? Que opções de tratamento estão disponíveis?
O uso crônico de laxantes leva ao desequilíbrio de bactérias no intestino?,O uso regular de laxantes pode afetar a flora intestinal normal?
O uso crônico de laxantes leva ao desequilíbrio de bactérias no intestino?,Por que o uso prolongado de laxantes não é aconselhável para a constipação?
As pessoas que sofrem de cognição prejudicada como resultado de um tumor cerebral recuperam suas faculdades?,Meu avô tem problemas de congestão devido a um tumor cerebral. Ele pode se recuperar completamente?
As pessoas que sofrem de cognição prejudicada como resultado de um tumor cerebral recuperam suas faculdades?,Meu avô tem um tumor cerebral. Isso pode resultar em congnição prejudicada?
Você acha que algum dia haverá uma cura para o herpes? Ou as pessoas já estão tentando encontrar uma cura? Você acha que há uma chance de encontrar uma cura?,Você conhece a razão científica pela qual o herpes não é curável?
Você acha que algum dia haverá uma cura para o herpes? Ou as pessoas já estão tentando encontrar uma cura? Você acha que há uma chance de encontrar uma cura?,Fui diagnosticado com herpes recentemente e li que não é curável. Mas eu quero saber se existe a possibilidade de que haja alguma cura para ela em breve e se alguma pesquisa é alarmante para encontrar uma cura para o herpes.
Efeitos do consumo de álcool na gordura corporal?,Você sabe se o álcool tem algum efeito sobre a gordura corporal?
Efeitos do consumo de álcool na gordura corporal?,O álcool é rico em calorias e aumenta a gordura corporal?
"Olhos secos nos últimos dias. Um olho ficou levemente vermelho com muco claro, no dia seguinte o muco estava amarelo com irritação nos olhos. Mucoso na garganta?",Posso usar lentes de contato se eu tiver olhos secos e algum muco nos olhos? Não há muita irritação nos olhos.
"Olhos secos nos últimos dias. Um olho ficou levemente vermelho com muco claro, no dia seguinte o muco estava amarelo com irritação nos olhos. Mucoso na garganta?","Meus olhos têm ficado secos nos últimos dias. Então, notei uma leve vermelhidão, irritação nos olhos, muco claro que ficou amarelo. Também tenho muco na garganta, não tenho certeza se pode estar relacionado ao meu problema nos olhos."
Sintomas semelhantes aos da gripe há cerca de 3 semanas. Agora os sintomas desapareceram. Faz 1 semana que tenho acessos de tosse no peito está doendo muito. O que fazer?,Eu tenho dor no peito no meio do meu peito. Também estou tendo tosse e sintomas de gripe. Você acha que a dor no peito pode estar relacionada a ataques de tosse?
Sintomas semelhantes aos da gripe há cerca de 3 semanas. Agora os sintomas desapareceram. Faz 1 semana que tenho acessos de tosse no peito está doendo muito. O que fazer?,"Esta tosse tem me causado uma dor terrível no peito há uma semana. Não tenho certeza, se isso poderia estar relacionado aos sintomas da gripe que eu tive 3 semanas atrás. Você acha que posso tratar isso em casa ou preciso ver o meu primário?"
"Para pessoas com artrite, é doloroso estalar os nós dos dedos, como os dedos das mãos?","Tenho artrite e sempre que estalo os nós dos dedos, sinto uma dor aguda. Você acha que é por causa da minha artrite?"
"Para pessoas com artrite, é doloroso estalar os nós dos dedos, como os dedos das mãos?","Tenho sentido fortes dores nos nós dos dedos das mãos, bato muito, mas me preocupo muito com a artrite porque meus pais também têm artrite. Posso ter artrite?"
"Pela primeira vez, uma grande quantidade de líquido incolor e inodoro jorrou da vagina 2 dias após o sexo com meu parceiro de 2 anos. Tive minha menstruação uma semana depois",Posso esperar algum corrimento vaginal claro e incolor uma semana antes da menstruação?
"Pela primeira vez, uma grande quantidade de líquido incolor e inodoro jorrou da vagina 2 dias após o sexo com meu parceiro de 2 anos. Tive minha menstruação uma semana depois","Estou preocupado com alguma infecção grave. Percebi um corrimento vaginal claro, incolor e inodoro 2 dias após o sexo com meu parceiro, algumas semanas atrás. Então, uma semana depois, fiquei menstruada. Estou com ele há apenas 2 anos. Você acha que pode ser um sinal de alguma DST?"
"Teve fezes amarelas por quase 4 meses sem outros sintomas, tornou-se verde escuro há 3 dias, sem suplementos de ferro Devo me preocupar?","Estou preocupado com a mudança na cor das minhas fezes. Minhas fezes ficaram amarelas nos últimos 4 meses e agora, nos últimos 3 dias, tenho fezes verdes sem sintomas e não estou tomando suplementos de ferro. Devo me preocupar?"
"Teve fezes amarelas por quase 4 meses sem outros sintomas, tornou-se verde escuro há 3 dias, sem suplementos de ferro Devo me preocupar?",Qual poderia ser a causa das fezes de cor verde sem sintomas?
"Tem água fluida nos pés e nas pernas muito ruim, já toma pílulas de água .... Dificuldade para dormir e multa é difícil andar ... Devo ir ao er?","Fui ao pronto-socorro por causa de inchaço nas pernas e pés e eles prescreveram pílulas de água. Mas não consigo dormir esta noite, o que posso fazer para obter algum alívio do desconforto devido ao inchaço?"
"Tem água fluida nos pés e nas pernas muito ruim, já toma pílulas de água .... Dificuldade para dormir e multa é difícil andar ... Devo ir ao er?",Quero a sua opinião - tenho retenção de líquidos nos pés e nas pernas e eles parecem muito inchados e é difícil dormir e andar. Já estou tomando comprimidos de água. Eu acho que devo ir ao pronto-socorro esta noite?
"Olá, doutor, a aterectomia é melhor do que o procedimento de stent?",Existem complicações associadas ao procedimento de stent e aterectomia? Existem opções de tratamento não invasivas disponíveis para cuidar da placa nas artérias coronárias?
"Olá, doutor, a aterectomia é melhor do que o procedimento de stent?","Meu avô foi diagnosticado com obstrução de 90% na artéria coronária direita, você acha que ele deveria ir para a cirurgia de stent ou aterectomia?"
"Olá. Tenho secreção sanguinolenta e um pouco de dor na parte inferior do estômago e nas costas. Quando eu limpo depois de fazer xixi, posso ver e às vezes o muco parece ...","A ITU também pode resultar em secreção com sangue junto com outros sintomas, como cólicas estomacais e dores nas costas?"
