perguntas,respostas
Qual é a diferença entre isolamento e quarentena?,"Tanto o isolamento quanto a quarentena são métodos de prevenção da disseminação de COVID-19. A quarentena é usada por qualquer pessoa que seja contato de uma pessoa infectada com o vírus SARS-CoV-2, que causa o COVID-19, independentemente de a pessoa infectada apresentar sintomas ou não . Quarentena significa que você permanecerá separado de outras pessoas porque foi exposto ao vírus e pode estar infectado e pode ocorrer em uma instalação designada ou em casa. Para COVID-19, isso significa permanecer no local ou em casa por 14 dias. O isolamento é usado para pessoas com sintomas de COVID-19 ou com teste positivo para o vírus. Estar isolado significa estar separado de outras pessoas, de preferência em um estabelecimento médico onde você possa receber cuidados clínicos. Se o isolamento em uma instalação médica não for possível e você não fizer parte de um grupo de alto risco de desenvolver doença grave, o isolamento pode ser feito em casa. Se você tiver sintomas, deve permanecer isolado por pelo menos 10 dias mais 3 dias adicionais sem sintomas. Se você estiver infectado e não desenvolver sintomas, deve permanecer isolado por 10 dias a partir do momento do teste positivo. Ambos o isolamento e a quarentena são métodos de prevenção da propagação de COVID-19.A quarentena é usada por qualquer pessoa que seja um contato de alguém infectado com o vírus SARS-CoV-2, que causa o COVID-19, independentemente de a pessoa infectada apresentar sintomas ou não. Quarentena significa que você permanecerá separado de outras pessoas porque foi exposto ao vírus e pode estar infectado e pode ocorrer em uma instalação designada ou em casa. Para COVID-19, isso significa permanecer no local ou em casa por 14 dias. O isolamento é usado para pessoas com sintomas de COVID-19 ou com teste positivo para o vírus. Estar isolado significa estar separado de outras pessoas, de preferência em um estabelecimento médico onde você possa receber cuidados clínicos. Se o isolamento em uma instalação médica não for possível e você não fizer parte de um grupo de alto risco de desenvolver doença grave, o isolamento pode ser feito em casa. Se você tiver sintomas, deve permanecer isolado por pelo menos 10 dias mais 3 dias adicionais sem sintomas. Se você estiver infectado e não desenvolver sintomas, deve permanecer isolado por 10 dias a partir do momento do teste positivo."
O que devo fazer se tiver sido exposto a alguém que tem COVID-19?,"Se você foi exposto a alguém com COVID-19, pode ser infectado, mesmo que se sinta bem. Após a exposição a alguém que tenha COVID-19, faça o seguinte: Ligue para seu médico ou linha direta COVID-19 para saber onde e quando fazer um teste. Coopere com os procedimentos de rastreamento de contato para impedir a propagação do vírus. Se o teste não estiver disponível, fique em casa e longe de outras pessoas por 14 dias. Enquanto estiver em quarentena, não vá para o trabalho, escola ou locais públicos. Peça a alguém para trazer suprimentos para você. Mantenha pelo menos 1 metro de distância de outras pessoas, mesmo de seus familiares. Use uma máscara médica para proteger outras pessoas, incluindo se / quando você precisar procurar atendimento médico. Limpe suas mãos com frequência. Fique em uma sala separada dos outros membros da família e, se não for possível, use uma máscara médica. Mantenha a sala bem ventilada .Se você compartilhar um quarto, coloque as camas com pelo menos 1 metro de distância. Monitore-se quanto a quaisquer sintomas por 14 dias. Mantenha-se positivo mantendo contato com seus entes queridos por telefone ou online, e fazendo exercícios em casa. Se você mora em uma área com malária ou dengue, procure ajuda médica se tiver febre. Ao viajar de e para o centro de saúde e durante os cuidados médicos, use uma máscara, mantenha uma distância de pelo menos 1 metro de outras pessoas e evite tocar nas superfícies com as mãos. Isso se aplica a adultos e crianças. Leia as nossas perguntas e respostas sobre malária e COVID-19 para obter mais informações. Se tiver sido exposto a alguém com COVID-19, pode ficar infectado, mesmo que se sinta bem. Após a exposição a alguém que tenha COVID-19, faça o seguinte: Ligue para seu médico ou linha direta COVID-19 para saber onde e quando fazer um teste. Coopere com os procedimentos de rastreamento de contato para impedir a propagação do vírus. Se o teste não estiver disponível, fique em casa e longe de outras pessoas por 14 dias. Enquanto estiver em quarentena, não vá para o trabalho, escola ou locais públicos. Peça a alguém para trazer suprimentos para você. Mantenha pelo menos 1 metro de distância de outras pessoas, mesmo de seus familiares. Use uma máscara médica para proteger outras pessoas, incluindo se / quando você precisar procurar atendimento médico. Limpe suas mãos com frequência. Fique em uma sala separada dos outros membros da família e, se não for possível, use uma máscara médica. Mantenha a sala bem ventilada .Se você compartilhar um quarto, coloque as camas com pelo menos 1 metro de distância. Monitore-se quanto a quaisquer sintomas por 14 dias. Mantenha-se positivo mantendo contato com seus entes queridos por telefone ou online, e fazendo exercícios em casa. Ligue para seu médico ou linha direta COVID-19 para saber onde e quando fazer um teste. Coopere com os procedimentos de rastreamento de contato para impedir a propagação do vírus. Se o teste não estiver disponível, fique em casa e longe de outras pessoas por 14 dias. Enquanto estiver em quarentena, não vá para o trabalho, escola ou locais públicos. Peça a alguém para trazer suprimentos para você. Mantenha pelo menos 1 metro de distância de outras pessoas, mesmo de seus familiares. Use uma máscara médica para proteger outras pessoas, incluindo se / quando você precisar procurar atendimento médico. Limpe suas mãos com frequência. Fique em uma sala separada dos outros membros da família e, se não for possível, use uma máscara médica. Mantenha a sala bem ventilada .Se você compartilhar um quarto, coloque as camas com pelo menos 1 metro de distância. Monitore-se quanto a quaisquer sintomas por 14 dias. Mantenha-se otimista mantendo contato com seus entes queridos por telefone ou online, e fazendo exercícios em casa. Exercícios físicos em casa Se você mora em uma área com malária ou dengue, procure ajuda médica se tiver febre. Ao viajar de e para o centro de saúde e durante os cuidados médicos, use uma máscara, mantenha uma distância de pelo menos 1 metro de outras pessoas e evite tocar nas superfícies com as mãos. Isso se aplica a adultos e crianças. Leia nossas perguntas e respostas sobre malária e COVID-19 para obter mais informações. Malária e perguntas e respostas de COVID-19"
Quanto tempo leva para desenvolver os sintomas?,"O tempo desde a exposição ao COVID-19 até o momento em que os sintomas começam é, em média, de 5 a 6 dias e pode variar de 1 a 14 dias. É por isso que as pessoas que foram expostas ao vírus são aconselhadas a permanecer em casa e afastadas de outras pessoas, durante 14 dias, para evitar a propagação do vírus, especialmente onde os testes não são facilmente disponíveis. O tempo de exposição a O COVID-19 até o momento em que os sintomas começam é, em média, de 5 a 6 dias e pode variar de 1 a 14 dias. É por isso que as pessoas que foram expostas ao vírus são aconselhadas a permanecer em casa e afastadas de outras pessoas, durante 14 dias, a fim de prevenir a propagação do vírus, especialmente onde os testes não são facilmente disponíveis."
Existe vacina para COVID-19?,"Ainda não. Muitas vacinas potenciais para COVID-19 estão sendo estudadas, e vários grandes ensaios clínicos podem relatar os resultados ainda este ano. Se uma vacina for comprovadamente segura e eficaz, ela deve ser aprovada pelos reguladores nacionais, fabricada e distribuída. A OMS está trabalhando com parceiros em todo o mundo para ajudar a coordenar as etapas principais desse processo. A OMS está trabalhando por meio do ACT-Accelerator para facilitar o acesso equitativo a uma vacina segura e eficaz para bilhões de pessoas que precisarão dela, assim que estiver disponível. Mais informações sobre o desenvolvimento da vacina COVID-19 estão disponíveis aqui. Ainda não. Muitas vacinas potenciais para COVID-19 estão sendo estudadas, e vários grandes ensaios clínicos podem relatar os resultados ainda este ano. Se uma vacina for comprovadamente segura e eficaz, ela deve ser aprovada pelos reguladores nacionais, fabricada e distribuída. A OMS está trabalhando com parceiros em todo o mundo para ajudar a coordenar as etapas principais desse processo. A OMS está trabalhando por meio do ACT-Accelerator para facilitar o acesso equitativo a uma vacina segura e eficaz para bilhões de pessoas que precisarão dela, assim que estiver disponível. Mais informações sobre o desenvolvimento da vacina COVID-19 estão disponíveis aqui. Muitas vacinas potenciais para COVID-19 estão sendo estudadasACT-Acceleratoraqui"
O que devo fazer se tiver sintomas de COVID-19?,"Se você tiver quaisquer sintomas sugestivos de COVID-19, ligue para seu médico ou linha direta COVID-19 para obter instruções e descubra quando e onde fazer um teste, fique em casa por 14 dias longe de outras pessoas e monitore sua saúde. Se você tiver falta de ar ou dor ou pressão no peito, procure atendimento médico imediatamente em um centro de saúde. Ligue para o seu provedor de serviços de saúde ou linha direta com antecedência para obter orientação sobre a unidade de saúde certa. Se você mora em uma área com malária ou dengue, procure atendimento médico se tiver febre. Se a orientação local recomendar uma visita a um centro médico para testes, avaliação ou isolamento, use uma máscara médica ao viajar de e para o estabelecimento e durante o atendimento médico cuidado. Mantenha também uma distância de pelo menos 1 metro de outras pessoas e evite tocar nas superfícies com as mãos. Isso se aplica a adultos e crianças. Se você tiver algum sintoma sugestivo de COVID-19, ligue para seu médico ou linha direta COVID-19 para obter instruções e descubra quando e onde fazer um teste, fique em casa por 14 dias longe de outras pessoas e monitorar sua saúde. Se você tiver falta de ar ou dor ou pressão no peito, procure atendimento médico imediatamente em um centro de saúde. Ligue para o seu provedor de serviços de saúde ou linha direta com antecedência para obter orientação sobre a unidade de saúde certa. Se você mora em uma área com malária ou dengue, procure atendimento médico se tiver febre. Se a orientação local recomendar uma visita a um centro médico para testes, avaliação ou isolamento, use uma máscara médica ao viajar de e para o estabelecimento e durante o atendimento médico cuidado. Mantenha também uma distância de pelo menos 1 metro de outras pessoas e evite tocar nas superfícies com as mãos. Isso se aplica a adultos e crianças."
Existem tratamentos para COVID-19?,"Cientistas de todo o mundo estão trabalhando para encontrar e desenvolver tratamentos para COVID-19. O tratamento de suporte ideal inclui oxigênio para pacientes gravemente enfermos e aqueles que estão em risco de doença grave e suporte respiratório mais avançado, como ventilação para pacientes gravemente enfermos. A dexametasona é um corticosteroide que pode ajudar a reduzir o tempo de uso do ventilador e salvar vidas de pacientes com doenças graves e críticas. Leia nossas perguntas e respostas sobre a dexametasona para obter mais informações. Os resultados do Estudo de Solidariedade da OMS indicaram que os regimes de remdesivir, hidroxicloroquina, lopinavir / ritonavir e interferon parecem ter pouco ou nenhum efeito na mortalidade em 28 dias ou no curso intra-hospitalar de COVID-19 entre pacientes hospitalizados. A hidroxicloroquina não demonstrou oferecer qualquer benefício para o tratamento de COVID-19. Leia nossas perguntas e respostas sobre hidroxicloroquina para obter mais informações. A OMS não recomenda a automedicação com quaisquer medicamentos, incluindo antibióticos, como prevenção ou cura para COVID-19. A OMS está coordenando esforços para desenvolver tratamentos para COVID-19 e continuará a fornecer novas informações assim que estiverem disponíveis. Cientistas de todo o mundo estão trabalhando para encontrar e desenvolver tratamentos para COVID-19. O tratamento de suporte ideal inclui oxigênio para pacientes gravemente enfermos e aqueles que estão em risco de doença grave e suporte respiratório mais avançado, como ventilação para pacientes gravemente enfermos. A dexametasona é um corticosteroide que pode ajudar a reduzir o tempo de uso do ventilador e salvar vidas de pacientes com doenças graves e críticas. Leia nossas perguntas e respostas sobre a dexametasona para obter mais informações. Os resultados de perguntas e respostas de dexametasona do Solidarity Trial da OMS indicaram que os regimes de remdesivir, hidroxicloroquina, lopinavir / ritonavir e interferon parecem ter pouco ou nenhum efeito na mortalidade de 28 dias ou no curso intra-hospitalar de COVID-19 entre pacientes hospitalizados. indicado A hidroxicloroquina não demonstrou oferecer qualquer benefício para o tratamento de COVID-19. Leia nossas perguntas e respostas sobre hidroxicloroquina para obter mais informações. hidroxicloroquina Q & AWHO não recomenda a automedicação com nenhum medicamento, incluindo antibióticos, como prevenção ou cura para COVID-19. A OMS está coordenando esforços para desenvolver tratamentos para COVID-19 e continuará a fornecer novas informações assim que estiverem disponíveis."
Os antibióticos são eficazes na prevenção ou tratamento de COVID-19?,"Os antibióticos não funcionam contra os vírus; eles só funcionam em infecções bacterianas. COVID-19 é causado por um vírus, portanto, os antibióticos não funcionam. Os antibióticos não devem ser usados ​​como meio de prevenção ou tratamento de COVID-19. Em hospitais, os médicos às vezes usam antibióticos para prevenir ou tratar infecções bacterianas secundárias que podem ser uma complicação de COVID-19 em pacientes gravemente enfermos. Eles só devem ser usados ​​conforme orientação de um médico para tratar uma infecção bacteriana. Os antibióticos não funcionam contra os vírus; eles só funcionam em infecções bacterianas. COVID-19 é causado por um vírus, portanto, os antibióticos não funcionam. Os antibióticos não devem ser usados ​​como meio de prevenção ou tratamento de COVID-19. Em hospitais, os médicos às vezes usam antibióticos para prevenir ou tratar infecções bacterianas secundárias que podem ser uma complicação de COVID-19 em pacientes gravemente enfermos. Eles só devem ser usados ​​conforme orientação de um médico para tratar uma infecção bacteriana."
Adolescentes podem pegar COVID-19?,"Sim. Todas as faixas etárias podem pegar COVID-19. Embora ainda estejamos aprendendo sobre como COVID-19 afeta as pessoas, idosos (por exemplo, pessoas com mais de 60 anos) e pessoas com condições médicas pré-existentes, como hipertensão, doenças cardíacas, doenças pulmonares, câncer ou diabetes, parecem desenvolver problemas graves doença com mais freqüência do que outros. Por se tratar de um vírus novo, ainda estamos aprendendo como ele afeta crianças e adolescentes. As evidências até o momento sugerem que crianças e adolescentes têm menos probabilidade de contrair doença grave, mas casos graves e morte ainda podem acontecer nessas faixas etárias. Leia mais: https: //www.who.int/docs/default-source/coronaviruse/ key-messages-and-actions-for-covid-19-prevent-and-control-in-schools-march-2020.pdf? sfvrsn = baf81d52_4https: //www.who.int/news-room/qa-detail/ qa-coronavírus Sim. Todas as faixas etárias podem pegar COVID-19. Embora ainda estejamos aprendendo sobre como COVID-19 afeta as pessoas, idosos (por exemplo, pessoas com mais de 60 anos) e pessoas com condições médicas pré-existentes, como hipertensão, doenças cardíacas, doenças pulmonares, câncer ou diabetes, parecem desenvolver problemas graves doença com mais freqüência do que outros. Por se tratar de um vírus novo, ainda estamos aprendendo como ele afeta crianças e adolescentes. As evidências até o momento sugerem que crianças e adolescentes têm menos probabilidade de contrair doença grave, mas casos graves e morte ainda podem acontecer nessas faixas etárias. Leia mais: https: //www.who.int/docs/default-source/coronaviruse/ key-messages-and-actions-for-covid-19-prevent-and-control-in-schools-march-2020.pdf? sfvrsn = baf81d52_4https: //www.who.int/docs/default-source/coronaviruse/ key-messages-and-actions-for-covid-19-prevent-and-control-in-schools-march-2020.pdf? sfvrsn = baf81d52_4https: //www.who.int/news-room/qa-detail/ qa-coronaviruseshttps: //www.who.int/news-room/qa-detail/qa-coronaviruses"
"Os adolescentes podem transmitir COVID-19 a outras pessoas, mesmo que tenham sintomas leves ou nenhum sintoma?","Sim. Pessoas infectadas em todas as faixas etárias - incluindo adolescentes - podem transmitir o vírus a outras pessoas, mesmo que tenham sintomas leves ou não se sintam doentes. O vírus é transmitido de pessoa para pessoa através de pequenas gotículas do nariz ou da boca que se espalham quando uma pessoa com COVID-19 tosse, espirra ou fala. Essas gotas podem cair em objetos e superfícies. As pessoas podem então ser infectadas ao tocar nesses objetos ou superfícies e, em seguida, tocar seus olhos, nariz ou boca."
"Visto que há poucos casos conhecidos de adolescentes que adoecem gravemente com COVID-19, devo ir a uma unidade de saúde se desenvolver os sintomas da doença?","Se você tiver sintomas leves, como tosse leve ou febre baixa, geralmente não há necessidade de procurar atendimento médico. Fique em casa, isole-se e monitore seus sintomas. Siga as orientações nacionais sobre auto-isolamento. Evitar o contato com outras pessoas e visitas a instalações médicas permitirá que essas instalações operem com mais eficácia e ajudará a proteger você e outras pessoas de possíveis COVID-19 e outros vírus. Procure atendimento médico se sua saúde piorar ou se não houver ninguém em sua família que possa cuidar de você em casa. É importante que você siga os procedimentos estabelecidos pelo seu país. Pergunte a um membro da família ou outro adulto de confiança como você pode descobrir quais são esses procedimentos onde você mora. Leia mais: https: //www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-publichttps: //apps.who.int/iris/rest/bitstreams/1272288/retrieveSe você tiver sintomas menores , como tosse leve ou febre baixa, geralmente não há necessidade de procurar atendimento médico. Fique em casa, isole-se e monitore seus sintomas. Siga as orientações nacionais sobre auto-isolamento. Evitar o contato com outras pessoas e visitas a instalações médicas permitirá que essas instalações operem com mais eficácia e ajudará a proteger você e outras pessoas de possíveis COVID-19 e outros vírus. Procure atendimento médico se sua saúde piorar ou se não houver ninguém em sua família que possa cuidar de você em casa. É importante que você siga os procedimentos estabelecidos pelo seu país. Pergunte a um membro da família ou outro adulto de confiança como você pode descobrir quais são esses procedimentos onde você mora. Leia mais: https: //www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-publichttps: //www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for -publichttps: //apps.who.int/iris/rest/bitstreams/1272288/retrievehttps: //apps.who.int/iris/rest/bitstreams/1272288/retrieve"
