Perguntas,Respostas
Como os testes são feitos?,"Os testes são realizados a partir da coleta de uma amostra do paciente, podendo ser de secreções nasais, de garganta ou de sangue. O tempo necessário para a liberação do resultado depende do tipo de testagem utilizada. • Testes rápidos (IgM/IgG) geralmente utilizam sangue, soro ou plasma e demoram alguns minutos para liberar o resultado, a depender do produto (10 a 30 minutos).  • Os testes RT-PCR geralmente utilizam secreções respiratórias, coletadas por meio de swabs de orofaringe (garganta) ou nasofaringe (nariz ). São realizados em laboratórios clínicos e podem levar alguns dias para emissão de laudo. É importante destacar a importância de haver uma anamnese (avaliação e entrevista clínica) registrada, bem como a emissão de laudo técnico (sendo o resultado positivo ou negativo) para o paciente."
Qual a metodologia do teste rápido para a Covid-19?,"O exame é feito com o uso de amostras de sangue, soro ou plasma. A metodologia utilizada é chamada de imunocromatografia, que é a geração de cor a partir de uma reação química entre antígeno (substância estranha ao organismo) e anticorpo (elemento de defesa do organismo). Os resultados obtidos são chamados de IgM e IgG.    Portanto, o IgM e o IgG são as defesas do organismo a um agente externo, como o vírus que provoca a Covid-19. Tendo em vista que o organismo demanda um tempo para a produção desses anticorpos (janela imunológica) a partir do contágio, a imunocromatografia é indicada para exames a partir de pelo menos oito dias após o início dos sintomas, a depender da limitação do teste e da indicação do fabricante. Esse tempo é necessário para assegurar que haverá anticorpos suficientes no organismo que possam ser detectáveis por esse método.    Os resultados dos testes rápidos devem ser interpretados por um profissional de saúde, considerando informações clínicas, sinais e sintomas do paciente, além de outros exames confirmatórios. Somente com esse conjunto de dados é possível fazer a avaliação e o diagnóstico ou descarte da doença."
Estes dispositivos precisam ter registro na Anvisa?,"Sim. Uma das etapas do controle sanitário de produtos é o registro junto à Anvisa. Nesta fase, é exigida a apresentação de documentos da empresa, como Autorização de Funcionamento de Empresa (AFE) e Certificação de Boas Práticas de Fabricação (CBPF).   Também devem ser apresentados documentos sobre o produto a ser registrado, tais como ensaios clínicos, avaliação de desempenho, fluxo de produção, estudo de estabilidade e outros dados que indiquem a sua segurança, qualidade e eficácia. O objetivo é avaliar se o produto é capaz de dar o resultado para o qual foi desenvolvido.   É possível que haja produtos no mercado que não foram avaliados pela Anvisa."
Os testes rápidos disponíveis no mercado foram aprovados pela Anvisa?,"No dia 18 de março deste ano, a Anvisa publicou a Resolução da Diretoria Colegiada (RDC) 348/2020, que estabeleceu regras extraordinárias e temporárias para agilizar a avaliação de novos produtos, por meio da priorização da análise de pedidos de registro de testes para detecção do novo coronavírus.  A Anvisa tem direcionado toda sua energia e capacidade para avaliar a qualidade, a segurança e a eficácia dos testes para Covid-19. Considerando a emergência em saúde pública decorrente da pandemia de Covid-19, os procedimentos de regularização sanitária desses testes foram priorizados e flexibilizados, temporária e extraordinariamente, visando ampliar a oferta desses produtos e evitar o desabastecimento. Não adquira produtos pela internet. Você pode verificar a lista de testes aprovados pela Anvisa no portal da Agência.  Além dos testes registrados pela Anvisa, é possível encontrar produtos que tenham sido importados e adquiridos de forma excepcional, nos termos da Lei 13.979/2020, que autorizou de forma excepcional e temporária a importação de produtos suje itos à vigilância sanitária, desde que estes sejam registrados por autoridade sanitária estrangeira e estejam previstos em ato do Ministério da Saúde (VIII, art. 3º). De forma complementar, a Resolução da Diretoria Coleg iada (RDC) 356/2020, alterada pela RDC 379/2020, permitiu, de forma extraordinária e temporária,a aquisiçãode dispositivos médicos essenciais para o combate à Covid-19, novos e não regularizados pela Anvisa,desde que regularizados e comercializados em jurisdição membro do Fórum Internacional de Reguladores de Dispositivos Médicos (International Medical Device Regulators Forum –IMDRF), por órgãos e entidades públicas e privadas, bem como serviços de saúde,quando não disponíveis para o comércio dispositivos semelhantes regularizados na Agência (art. 9º), sendo que os responsáveis pelas importações de kits para diagnóstico devem enviar, em um prazo máximo de 5 (cinco) dias contados da data do desembaraço da carga, uma amostra de, no mínimo, 100 unidades de cada lote importado para análise do Instituto Nacional de Controle de Qualidade em Saúde da Fundação Oswaldo Cruz (INCQS/Fiocruz)."
Quais são os requisitos para um teste rápido ser registrado no Brasil?,"O controle do risco sanitário envolve ações pré e pós-mercado, ou seja, que acontecem antes do produto ser comercializado e que decorrem do uso e monitoramento do comportamento do produto após a sua comercialização.  O registro é parte da atuação do controle sanitário que ocorre antes que o produto sej a comercializado no mercado nacional. A partir dele pode-se verificar se as empresas envolvidas nos processos fabris e nas atividades de importação encontram-se habilitadas para a realização dessas atividades.   Os produtos para diagnóstico in vitro da Covid-19 são de uso profissional e classificados como de alto risco aos indivíduos e à saúde pública (classe III), e as empresas que os fabricam devem atender aos critérios de Boas Práticas de Fabricação estabelecidos pela RDC 16/2013. A Anvisa certifica as unidades fabris que cumprem os requisitos indicados nessa resolução , relacionados ao sistema de qualidade das empresas e aos controles aplicados no desenvolvimento e na fabricação dos produtos.  Além disso, o registro também engloba a avaliação de desempenho dos produtos. Para tanto, são apresentadas informações, na forma de um dossiê técnico documental, que permitem a avaliação da confiabilidade dos resultados e da efetividade diagnóstica do produto. Os fabricantes precisam demonstrar como foram realizados os testes de desempenho e a qualificação das amostras utilizadas, além de evidências clínicas, tendo em vista o tipo de produto, a indicação de uso e a metodologia. Durante o processo de registro de cada produto são verificadas as rotulagens e as instruções de uso, para que contemplem as informações essenciais para a sua utilização segura e orientem o profissional de saúde quanto aos procedimentos para a execução do ensaio, o tipo de amostra, a interpretação dos resultados, as limitações e as advertências, entre outras informações relevantes. No Brasil, o registro de produto importado deve ser feito por uma empresa nacional que tenha autorização do fabricante para representá-lo no país. Essa documentação também é parte do processo de avaliação.  A concessão do registro, portanto, é a primeira etapa do controle sanitário. É responsabilidade dos fabricantes e importadores disponibilizarem no mercado produtos que estejam em estrita conformidade com as informações aprovadas no registro. A Anvisa e as Vigilâncias Sanitárias estaduais e municipais continuam monitorando o comportamento dos produtos após a sua comercialização, seja por meio de queixas técnicas ou pela avaliação laboratorial de desempenho."
O que são os testes in house?,"São testes desenvolvidos por laboratórios clínicos, conforme seus próprios protocolos. O desenvolvimento deste tipo de teste segue normas da Anvisa (Resolução da Diretoria Colegiada – RDC 302/2005) e a produção é exclusivamente para uso próprio do estabelecimento, em pesquisa ou apoio diagnóstico. Por isso, não podem ser comercializados."
Há pedidos de empresas que querem registrar testes para Covid-19 no Brasil?,"Sim.  A Anvisa lançou a plataforma Business Intelligence (BI) da fila completa de produtos de diagnóstico in vitro para Covid-19. A plataforma de inteligência empresarial proporciona transparência à situação dos pedidos protocolados na Agência.   A novidade promove a consulta a diversos dados, como por exemplo a quantidade de pedidos deferidos, indeferidos, em análise, aguardando o Certificado de Boas Práticas de Fabricação (CBPF), entre outros. Acesse o BI de produtos de diagnóstico in vitro para Covid-19. Além disso, a Anvisa disponibilizou um informe contendo a relação de produtos para diagnóstico in vitro para Covid-19 regularizados. Essa relação apresenta informações técnicas gerais como metodologia, tipos de amostra e alvos dos produtos de forma bastante objetiva, bem como hiperlinks para a página de consulta de produtos regularizados do portal da Agência, onde poderão ser acessadas as instruções de uso desses produtos. O informe é atualizado sempre que novos produtos são regularizados e está disponível no portal da Anvisa.  A Anvisa esclarece que a produção e a oferta dos testes dependem da capacidade de cada empresa que recebe o registro."
E quais são os tipos de testes aprovados até o momento?,"Há testes sorológicos, que utilizam diferentes metodolog ias para detectar anticorpos e fazem o uso de amostras como sangue, soro ou plasma, e testes moleculares, que detectam a presença do antígeno, como o RT-PCR.   A metodologia chamada imunocromatografia (geração de cor a partir de uma reação entre o antígeno e o anticorpo) vem sendo utilizada para o coronavírus para detectar anticorpos produzidos pelo próprio organismo do paciente em resposta à infecção pela Covid-19, chamados de IgM e IgG. Esses indicadores revelam se a pessoa teve contato com o vírus.   Tendo em vista que o organismo demanda um tempo para a produção desses anticorpos (janela imunológica) a partir do contágio, a imunocromatografia é indicada para exames a partir de pelo menos oito dias após o início dos sintomas.  Também foram aprovados testes para detecção de anticorpos com o uso de outras metodologias que requerem a utilização de equipamentos disponíveis em laboratórios, como, por exemplo, ELISA, que se baseia numa reação enzimát ica; imunoensaio quimioluminescente –  CLIA, que torna a reação antígeno-anticorpo visível por uma reação química; e imunofluorescência, no qual a leitura do resultado é feita a partir da fluorescência formada na reação do antígeno com o anticorpo, entre outras.  Entre os testes aprovados também há os que usam o método RT-PCR (sigla em inglês para transcrição reversa seguida de reação em cadeia da polimerase), recomendado para o diagnóstico da doença. Esse tipo de teste se baseia na detecção de fragmentos do material genético do vírus e revela se a pessoa está doente no momento da realização do exame, porém não detecta contágios passados.  Saiba quais são os produtos para diagnóstico in vitro de Covid-19 regularizados."
A Anvisa está priorizando a análise de pedidos de registro de testes para Covid-19?,"Sim. No dia 18 de março deste ano, a Agência publicou a Resolução da Diretoria Colegiada (RDC) 348/2020, que estabeleceu regras extraordinárias e temporárias para agilizar a avaliação de novos produtos, por meio da priorização da análise de pedidos de registro de testes para detecção do novo coronavírus (Sars-CoV-2).  A ideia não é avaliar e aprovar produtos de forma automática, pois o rigor sanitário sempre deve existir, mas sim dar mais rapidez ao processo. A medida faz parte das ações estratégicas para viabilizar produtos que possam ser utilizados no enfrentamento da pandemia de Covid-19."
Quem faz a avaliação desses testes?,"É importante esclarecer que, para a concessão desses registros, não são realizados ensaios laboratoriais prévios. No entanto, trata-se de produtos de uso profissional e os laboratórios que os utilizam tem como prática regulamentada pela Anvisa a aplicação de controles internos para avaliar se o sistema analítico está operando dentro dos limites de tolerância predefinidos, de forma a minimizar os riscos envolvidos na utilização de produtos diagnósticos.  No enfrentamento da emergência em saúde pública provocada pela Covid-19, o Instituto Nacional de Controle de Qualidade em Saúde (INCQS/Fiocruz) e o Ministério da Saúde têm realizado a avaliação dos produtos adquiridos para definir a estratégia de uso e distribuição.  Também é importante ressaltar que a responsabilidade pelas informações prestadas à Anvisa é do detentor do registro do produto e o controle do desempenho do processo fabril é previsto como preceito das Boas Práticas de Fabricação (BPFs).  O teste rápido de anticorpos para o novo coronavírus (Sars-CoV-2) pode ser usado como apoio para a avaliação do estado imunológico de pacientes que apresentem sintomas da Covid-19. Basicamente, esse tipo de exame aponta se a pessoa teve ou não contato com o vírus. Quando uma pessoa entra em contato com o vírus, o organismo inicia a produção de anticorpos como um mecanismo de defesa. No entanto, é preciso aguardar alguns dias até que a quantidade desses anticorpos seja detectável em um teste (janela imunológica) e estar atento às orientações das instruções de uso dos testes."
Quantos testes rápidos foram avaliados até agora? Por qual instituição foram avaliados?,"Por qual instituição foram avaliados? A Anvisa, em parceria com o INCQS/Fiocruz, estabeleceu um programa de monitoramento dos testes rápidos. Esse programa não substitui as ações regulares de controle sanitário e não é condição para uso de produtos registrados na Agência, mas permite acompanhar o comportamento dos produtos frente às informações declaradas nas instruções de uso. Qualquer desempenho não esperado dos produtos identificado pelos serviços de saúde deve ser notificado à Anvisa por meio do Sistema de Notificações em Vigilância Sanitária (Notivisa) e é parte do controle sanitário pós-mercado. Além disso, a Agência atua com as autoridades reguladoras internacionais para discutir temas como análises laboratoriais de produtos para diagnóstico e compartilhamento dos resultados."
Os testes VALIDADOS por enquanto só são usados pelo Ministério da Saúde e pela rede pública? Ou tem algum sendo utilizado pela rede privada? Quem deve VALIDAR os testes rápidos usados pela rede privada?,"Ou tem algum sendo utilizado pela rede privada? Quem deve VALIDAR os testes rápidos usados pela rede privada?  Não há determinação expressa, em regulamentos técnicos ou em leis, que estabeleça que os lotes de kits para a Covid-19 registrados na Anvisa tenham que ser previamente validados. Portanto, a ausência de laudo de validação não impede o uso desses produtos. Os serviços de saúde são regulados pela Anvisa e o acompanhamento do desempenho dos produtos é atividade inerente ao gerenciamento das tecnologias em saúde utilizadas nos serviços, que incluem os produtos para a saúde, de modo a garantir a sua rastreabilidade, qualidade, eficácia, efetividade e segurança e, no que couber, desempenho, desde a entrada no estabelecimento de saúde até seu destino final, incluindo o planejamento dos recursos físicos, materiais e humanos, bem como da capacitação dos profissionais envolvidos no seu processo (RDC 02/2010)."
Por que a Anvisa permitiu que laboratórios – e agora farmácias – realizem testes rápidos que ainda não foram validados?,"Não há determinação expressa, em regulamentos técnicos ou em leis, que estabeleça que os testes rápidos para a Covid-19 registrados na Anvisa tenham que ser previamente validados antes de serem utilizados. Portanto, a ausência de validação não impede o uso desses produtos. Destaca-se que é responsabilidade dos fabricantes e importadores disponibilizarem no mercado produtos que estejam em estrita conformidade com as informações aprovadas no registro. Quando observados desvios de qualidade nos produtos, os serviços/profissionais de saúde devem notificar a Anvisa para a adoção de medidas cabíveis. No entanto, trata -se de produtos de uso profissional e os estabelecimentos de saúde que os utilizam têm como prática regulamentada pela Anvisa a aplicação de controles internos para avaliar se o sistema está operando dentro dos limites de tolerância predefinidos, de forma a minimizar os riscos envolvidos na utilização de produtos."
Onde posso fazer os testes rápidos (IgM/IgG)?,"A RDC 302/2005, que dispõe sobre o Regulamento Técnico para Funcionamento de Laboratórios Clínicos, determina, no item 6.2.13 de seu anexo, que a execução dos testes laboratoriais remotos – TLR (point-of-care) e de testes rápidos pode ser realizada próximo ao paciente e deve 'estar vinculada a um laboratório clínico, posto de coleta ou serviço de saúde pública ambulatorial ou hospitalar.   Assim, os testes rápidos (IgM/IgG) para a Covid-19 podem ser feitos em estabelecimentos de assistência à saúde com licenciamento para esta atividade e por um profissional de saúde devidamente habilitado e treinado para esta finalidade. Os testes geralmente são feitos em laboratórios clínicos, podendo haver coleta no local onde estiver o paciente, incluindo sua casa. É importante destacar que o teste deve ser realizado em espaço priva tivo, seguindo todos os protocolos clínicos de gestão do paciente e manipulação de amostras, em especial aqueles relacionados à proteção sanitária (uso de equipamentos de proteção individual – EPIs).  Para maiores informações sobre a utilização de testes rápidos em farmácias, consulte as informações constantes no portal da Anvisa."
Quem pode comercializar os testes rápidos para Covid-19?,"Até o momento, os testes para Covid-19 estão registrados na Anvisa para uso profissional, devendo ser fornecidos apenas por meio de distribuidoras de produtos para saúde legalmente autorizadas para tal. Dessa forma, as empresas que podem fornecer es ses testes são aquelas que atuam no ramo de atividade que contemple o “comércio atacadista de produtos para saúde”, devendo possuir Autorização de Funcionamento de Empresa e licença sanitária que contemplem a atividade de distribuição de produtos para saúde. Conforme a RDC 16/2014, a Autorização de Funcionamento de Empresa para produtos para saúde é exigida para o distribuidor ou comércio atacadista, compreendendo o comércio de produtos para saúde, em quaisquer quantidades, realizadas entre pessoas jurídicas ou a profissionais para o exercício de suas atividades."
As distribuidoras de produtos para saúde podem comercializar testes para Covid-19 para qualquer estabelecimento? Podem ser comercializados testes para pessoas físicas?,"Podem ser comercializados testes para pessoas físicas? As distribuidoras de produtos para saúde podem comercializar os testes para Covid-19 a pessoas jurídicas ou profissionais, para o exercício de suas atividades em serviços de saúde destinados à execução dessa atividade. Assim, por se tratar de produtos para uso profissional, não é permitido o seu comércio à população em geral. Os testes podem ser comercializados para pessoas jurídicas cujas atividades são destinadas à prestação de serviços de saúde à população, como laboratórios, hospitais e outros estabelecimentos de saúde, públicos ou privados."
Distribuidoras de produtos para saúde podem comercializar testes para Covid-19 para serviços de saúde privados?,"Até o momento, não há restrições da Anvisa em relação ao comércio de testes para Covid-19 para serviços de saúde públicos ou privados. Orientações adicionais podem ser encontradas em relação às políticas de distribuição dos testes por meio do Ministério da Saúde. A RDC 302/2005 define o uso de testes laboratoriais remotos (TLR) somente sob responsabilidade do laboratório clínico ou das unidades públicas de saúde. Dessa forma, fica proibida a venda (por se assumir que a compra é para uso) para outro tipo de serviço de saúde."
As distribuidoras de produtos para saúde podem comercializar testes para Covid-19 para empresas que não sejam da área da saúde e desejem fazer testes em seus funcionários (como do ramo da construção civil automobilísticas etc.)? ,"As distribuidoras de produtos para saúde apenas podem comercializar os testes para Covid-19 a pessoas jurídicas ou profissionais para o exercício de suas atividades.  Assim, por se tratar de produtos para uso profissional, o seu comércio apenas é permitido a pessoas jurídicas cujas atividades são destinadas à prestação de serviços de saúde à população, como laboratórios, hospitais e outros estabelecimentos de saúde, públicos ou privados.   Dessa forma, às distribuidoras de produtos para saúde não é permitido comercializar testes para Covid-19 a empresas que não se enquadrem nesta hipótese."
Farmácias e drogarias podem comercializar testes para Covid-19?,"Farmácias e drogarias não podem comercializar/vender testes para Covid-19, pois não são distribuidoras de produtos para saúde e os testes não se destinam a uso leigo. Entretanto, a farmácia ou drogaria devidamente licenciada para a prestação de serviços de assistência à saúde pode utilizar os testes rápidos para Covid-19, mediante responsabilidade técnica e condições sanitárias (de estrutura, processos e pessoas) adequadas, conforme determinado na RDC 377/2020 e nas orientações estabe lecidas na Nota Técnica 96/2020 e na Nota Técnica 97/2020. A disponibilidade dos testes rápidos em farmácias e drogarias dependerá da decisão do estabelecimento de oferecer ou não este serviço de assistência à saúde. A norma da Anvisa não estabelece obrigatoriedade do serviço em questão nessas unidades. Outro fator para a disponibilização é a produção e a entrega dos testes rápidos pela empresa que obteve o registro junto à Agência."
"Tenho uma empresa que não é da área da saúde (construção civil, naval ou outra atividade econômica). Posso realizar os testes rápidos (IgM/IgG) nos meus funcionários?","Os testes rápidos, apesar de serem de uso relativamente simples, são de uso profissional e sua execução requer o cumprimento de protocolos e diretrizes técnicas de controle, rastreabilidade e registros. A RDC 302/2005, que dispõe sobre o Regulamento Técnico para Funcionamento de Laboratórios Clínicos, determina, no item 6.2.13 de seu anexo, que a execução dos testes laboratoriais remotos – TLR (point-of-care) e de testes rápidos (IgM/IgG) pode ser realizada próximo ao paciente (nas instalações das empresas, por exemplo) e deve estar vinculada a um laboratório clínico, posto de coleta ou serviço de saúde pública ambulatorial ou hospitalar."
É possível fazer testes rápidos “em massa” em minha empresa/instituição?,"Sim. É recomendada a testagem em massa com testes rápidos (IgM/IgG) em grupos envolvidos em atividades essenciais, tais como profissionais que atuam nas áreas de saúde (hospitais, farmácias, vigilância sanitária etc.), segurança pública, limpeza urbana, de suprimento (postos de combustíveis, supermercados etc.), dentre outras. Nesses casos, é necessário que os testes sejam feitos por profissionais de saúde devidamente habilitados e treinados e que estes estejam vinculados a um laboratório clínico, posto de coleta ou serviço de saúde pública ambulatorial ou hospitalar. Em todos os casos devem ser observadas as instruções de uso do kit diagnóstico e as LIMITAÇÕES dos testes devem ser devidamente consideradas. Testes RT-PCR somente devem ser realizados sob indicação médica."
É possível fazer testes rápidos “em massa” em grupos vulneráveis?,"Sim. A testagem em massa com testes rápidos (IgM/IgG) em grupos vulneráveis , como penitenciárias, institutos de longa permanência – ILPs (asilos) etc. somente pode ocorrer sob supervisão e/ou autorização das autoridades de saúde. Deve-se ponderar cuidadosamente a relação de benefícios versus riscos de tal ação.   Em todos os casos, as LIMITAÇÕES dos testes devem ser devidamente consideradas. Testes RT-PCR somente devem ser realizados sob indicação médica."
O que fazer se eu identificar indícios de irregularidade/falsificação em testes rápidos?,"Quaisquer indícios de irregularidade/falsificação devem ser imediatamente comunicados à Anvisa (Ouvidoria) ou à autoridade sanitária local. É importante destacar que a Anvisa estabeleceu um amplo e robusto programa de fiscalização e verificação dos produtos disponíveis no mercado, visando a avaliação da conformidade dos produtos aos requisitos mínimos de qualidade, segurança e eficácia."
"Como faço para comunicar um desvio de qualidade (queixa técnica), evento adverso ou denúncia anônima de um kit para diagnóstico de Covid-19?","Para notificação de produtos para diagnóstico de Cov id-19, temos os seguintes links para notificação pelos profissionais:  •         Notiﬁcação de queixa técnica de produtos para diagnóstico de Covid-19 que têm número de registro, por profissionais de saúde: https://www8.anvisa.gov.br/notivisa/frmlogin.asp  •         Notiﬁcação de evento adverso de produtos para diagnóstico de Covid-19 que têm número de registro, por pacientes, familiares, acompanhantes e cuidadores: http://www16.anvisa.gov.br/notivisaServicos/cidadao/notificacao/evento-adverso  •         Os casos suspeitos ou conﬁrmados de evento adverso e de queixa técnica associados aos produtos para diagnóstico de Covid-19  fabricados, importados e adquiridos por força da RDC 356/2020 devem ser notiﬁcados por meio do formulário eletrônico “Notiﬁcação de Evento Adverso e Queixa Técnica (Covid-19) – RDC 356/2020 e RDC 379/2020”, disponível no endereço eletrônico https://pesquisa.anvisa.gov.br/index.php/114757?lang=pt-BR   •         As  denúncias em relação a práticas comerciais fraudulentas, bem como importação ou distribuição irregular, devem ser encaminhadas à Anvisa por meio do Sistema da Ouvidoria. Nesse caso, o notificante pode optar por não se identificar, mantendo o seu anonimato."
